[32.0, 31.0, 31.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]
[46.0, 46.0, 45.0, 45.0, 45.0, 45.0, 45.0, 46.0, 45.0, 45.0, 45.0, 45.0, 46.0, 45.0, 45.0, 45.0]
[51.0, 51.0, 52.0, 51.0, 51.0, 51.0, 51.0, 51.0, 51.0, 51.0, 51.0, 51.0, 52.0, 51.0, 51.0, 51.0]
[22.0, 21.0, 21.0, 22.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 22.0, 21.0, 21.0, 21.0]
[67.0, 67.0, 67.0, 67.0, 67.0, 67.0, 67.0, 67.0, 67.0, 67.0, 67.0, 67.0, 67.0, 67.0, 67.0, 67.0]
[27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0, 27.0]
[242.0, 240.0, 238.0, 241.0, 240.0, 237.0, 236.0, 239.0, 239.0, 236.0, 237.0, 237.0, 237.0, 236.0, 236.0, 237.0]
[63.0, 60.0, 61.0, 62.0, 61.0, 60.0, 60.0, 60.0, 61.0, 61.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0]
[38.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0]
[49.0, 50.0, 49.0, 49.0, 49.0, 49.0, 51.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0]
[32.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 32.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0]
[36.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 36.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0]
[64.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0, 62.0]
[44.0, 43.0, 44.0, 43.0, 43.0, 43.0, 44.0, 43.0, 43.0, 44.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0]
[39.0, 39.0, 39.0, 39.0, 40.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0]
[65.0, 65.0, 64.0, 64.0, 64.0, 64.0, 65.0, 64.0, 64.0, 64.0, 64.0, 65.0, 64.0, 64.0, 64.0, 64.0]
[51.0, 49.0, 49.0, 49.0, 49.0, 50.0, 49.0, 50.0, 49.0, 49.0, 50.0, 49.0, 49.0, 49.0, 49.0, 49.0]
[29.0, 29.0, 30.0, 29.0, 30.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 30.0, 29.0, 29.0, 29.0]
[28.0, 28.0, 30.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0]
[50.0, 48.0, 48.0, 48.0, 48.0, 49.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0]
[69.0, 67.0, 68.0, 67.0, 67.0, 67.0, 67.0, 68.0, 67.0, 67.0, 67.0, 67.0, 67.0, 67.0, 67.0, 67.0]
[36.0, 37.0, 37.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0]
[40.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0]
[41.0, 41.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 41.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]
[48.0, 47.0, 47.0, 47.0, 47.0, 47.0, 47.0, 47.0, 47.0, 47.0, 47.0, 47.0, 47.0, 47.0, 47.0, 47.0]
[60.0, 55.0, 56.0, 56.0, 55.0, 55.0, 55.0, 56.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0]
[28.0, 28.0, 29.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0]
[37.0, 36.0, 36.0, 37.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0]
[35.0, 35.0, 35.0, 36.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0]
[41.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]
[46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0]
[28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 29.0, 28.0, 28.0, 28.0, 29.0, 28.0, 28.0]
[45.0, 44.0, 44.0, 44.0, 44.0, 44.0, 45.0, 44.0, 45.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0]
[59.0, 58.0, 58.0, 58.0, 58.0, 59.0, 58.0, 58.0, 58.0, 58.0, 58.0, 58.0, 58.0, 58.0, 58.0, 58.0]
[22.0, 22.0, 23.0, 23.0, 23.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0]
[56.0, 55.0, 56.0, 55.0, 55.0, 55.0, 56.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0]
[43.0, 44.0, 43.0, 44.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0]
[74.0, 72.0, 73.0, 73.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0]
[37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0]
[30.0, 31.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 31.0, 30.0, 30.0, 30.0, 30.0, 30.0]
[350.0, 343.0, 346.0, 348.0, 349.0, 342.0, 342.0, 343.0, 342.0, 342.0, 342.0, 344.0, 341.0, 341.0, 342.0, 341.0]
[51.0, 49.0, 49.0, 51.0, 49.0, 50.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0]
[29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0]
[38.0, 37.0, 38.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 38.0, 37.0, 37.0, 37.0]
[392.0, 394.0, 394.0, 394.0, 393.0, 391.0, 390.0, 391.0, 392.0, 393.0, 389.0, 389.0, 389.0, 390.0, 390.0, 389.0]
[43.0, 42.0, 43.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 43.0, 42.0, 42.0, 42.0, 42.0, 42.0]
[292.0, 290.0, 291.0, 290.0, 293.0, 293.0, 292.0, 291.0, 289.0, 290.0, 289.0, 289.0, 289.0, 289.0, 289.0, 289.0]
[52.0, 51.0, 51.0, 51.0, 51.0, 51.0, 51.0, 51.0, 51.0, 52.0, 51.0, 51.0, 51.0, 51.0, 51.0, 51.0]
[40.0, 39.0, 40.0, 39.0, 39.0, 40.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0]
[44.0, 43.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0, 42.0]
[63.0, 64.0, 64.0, 63.0, 63.0, 63.0, 63.0, 63.0, 63.0, 63.0, 63.0, 63.0, 63.0, 63.0, 63.0, 63.0]
[22.0, 21.0, 22.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]
[47.0, 47.0, 47.0, 47.0, 48.0, 47.0, 47.0, 47.0, 47.0, 47.0, 48.0, 47.0, 47.0, 47.0, 47.0, 47.0]
[35.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0]
[361.0, 355.0, 355.0, 357.0, 356.0, 356.0, 354.0, 354.0, 355.0, 357.0, 354.0, 357.0, 355.0, 354.0, 354.0, 354.0]
[43.0, 43.0, 43.0, 44.0, 43.0, 43.0, 43.0, 43.0, 43.0, 44.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0]
[349.0, 349.0, 349.0, 348.0, 347.0, 349.0, 347.0, 347.0, 347.0, 347.0, 346.0, 348.0, 346.0, 346.0, 346.0, 346.0]
[76.0, 77.0, 76.0, 77.0, 77.0, 76.0, 76.0, 76.0, 76.0, 76.0, 77.0, 76.0, 76.0, 76.0, 76.0, 76.0]
[82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0, 82.0]
[56.0, 56.0, 57.0, 57.0, 56.0, 56.0, 56.0, 56.0, 56.0, 57.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0]
[170.0, 170.0, 170.0, 169.0, 169.0, 169.0, 171.0, 169.0, 170.0, 169.0, 169.0, 169.0, 169.0, 169.0, 169.0, 169.0]
[260.0, 262.0, 259.0, 260.0, 262.0, 260.0, 258.0, 261.0, 258.0, 260.0, 258.0, 260.0, 258.0, 258.0, 259.0, 259.0]
[39.0, 40.0, 39.0, 39.0, 40.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0]
[55.0, 56.0, 56.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0]
[183.0, 184.0, 182.0, 182.0, 180.0, 182.0, 184.0, 181.0, 182.0, 182.0, 181.0, 181.0, 180.0, 181.0, 180.0, 180.0]
[72.0, 73.0, 74.0, 72.0, 73.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0]
[59.0, 59.0, 59.0, 59.0, 59.0, 60.0, 59.0, 59.0, 59.0, 59.0, 60.0, 59.0, 59.0, 59.0, 59.0, 59.0]
[54.0, 52.0, 54.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0]
[32.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 32.0, 31.0, 31.0, 31.0, 31.0, 31.0]
[131.0, 131.0, 132.0, 131.0, 132.0, 131.0, 131.0, 131.0, 132.0, 132.0, 131.0, 131.0, 131.0, 131.0, 131.0, 131.0]
[56.0, 54.0, 54.0, 54.0, 54.0, 54.0, 54.0, 55.0, 54.0, 54.0, 54.0, 54.0, 54.0, 54.0, 54.0, 54.0]
[64.0, 64.0, 64.0, 64.0, 65.0, 64.0, 66.0, 64.0, 65.0, 64.0, 64.0, 64.0, 64.0, 64.0, 64.0, 64.0]
[33.0, 33.0, 33.0, 33.0, 34.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0]
[46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 47.0]
[34.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0]
[31.0, 30.0, 30.0, 31.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]
[74.0, 73.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0]
[54.0, 53.0, 53.0, 54.0, 53.0, 53.0, 53.0, 54.0, 53.0, 53.0, 53.0, 53.0, 53.0, 53.0, 53.0, 53.0]
[29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 30.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0]
[78.0, 76.0, 77.0, 76.0, 76.0, 76.0, 76.0, 76.0, 76.0, 76.0, 76.0, 76.0, 77.0, 76.0, 76.0, 76.0]
[35.0, 35.0, 35.0, 37.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0]
[269.0, 269.0, 270.0, 268.0, 268.0, 265.0, 264.0, 263.0, 265.0, 263.0, 266.0, 263.0, 264.0, 263.0, 263.0, 263.0]
[78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0, 78.0]
[32.0, 31.0, 31.0, 32.0, 31.0, 31.0, 32.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0]
[39.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 38.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0]
[123.0, 122.0, 123.0, 125.0, 123.0, 122.0, 122.0, 122.0, 124.0, 123.0, 122.0, 122.0, 122.0, 122.0, 122.0, 122.0]
[30.0, 31.0, 32.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]
[67.0, 66.0, 67.0, 66.0, 66.0, 67.0, 66.0, 66.0, 67.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0]
[22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0]
[368.0, 368.0, 369.0, 368.0, 367.0, 370.0, 368.0, 366.0, 365.0, 365.0, 366.0, 364.0, 364.0, 364.0, 365.0, 364.0]
[33.0, 33.0, 34.0, 33.0, 34.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0]
[47.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 47.0, 46.0, 47.0, 46.0, 46.0, 46.0, 46.0]
[53.0, 52.0, 54.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0]
[46.0, 46.0, 46.0, 48.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0, 46.0]
[35.0, 34.0, 34.0, 35.0, 34.0, 35.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0]
[36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0]
[33.0, 33.0, 33.0, 33.0, 35.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0]
[24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0]
[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]
[279.0, 279.0, 273.0, 273.0, 274.0, 275.0, 273.0, 273.0, 277.0, 272.0, 273.0, 271.0, 272.0, 271.0, 271.0, 271.0]
[53.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 53.0, 52.0, 52.0, 52.0, 53.0, 52.0, 52.0, 52.0]
[39.0, 40.0, 40.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0]
[37.0, 37.0, 38.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0]
[43.0, 43.0, 44.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0]
[297.0, 292.0, 291.0, 294.0, 292.0, 293.0, 291.0, 291.0, 293.0, 290.0, 290.0, 289.0, 290.0, 289.0, 289.0, 290.0]
[201.0, 197.0, 196.0, 194.0, 196.0, 196.0, 194.0, 195.0, 194.0, 193.0, 195.0, 194.0, 195.0, 193.0, 193.0, 193.0]
[104.0, 105.0, 103.0, 103.0, 103.0, 103.0, 103.0, 103.0, 103.0, 103.0, 103.0, 103.0, 103.0, 103.0, 103.0, 103.0]
[37.0, 39.0, 36.0, 36.0, 37.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0]
[56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 57.0, 56.0, 56.0, 56.0, 56.0]
[63.0, 63.0, 61.0, 61.0, 61.0, 62.0, 61.0, 61.0, 61.0, 61.0, 61.0, 61.0, 61.0, 61.0, 61.0, 61.0]
[32.0, 33.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0]
[39.0, 39.0, 39.0, 39.0, 40.0, 39.0, 39.0, 39.0, 39.0, 40.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0]
[348.0, 350.0, 349.0, 348.0, 347.0, 347.0, 350.0, 349.0, 346.0, 347.0, 347.0, 346.0, 345.0, 346.0, 345.0, 345.0]
[28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0]
[47.0, 46.0, 46.0, 47.0, 46.0, 46.0, 47.0, 46.0, 47.0, 47.0, 46.0, 47.0, 46.0, 46.0, 46.0, 47.0]
[41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0]
[82.0, 80.0, 81.0, 80.0, 80.0, 81.0, 80.0, 80.0, 80.0, 80.0, 81.0, 80.0, 80.0, 80.0, 80.0, 80.0]
[27.0, 25.0, 25.0, 25.0, 25.0, 25.0, 26.0, 25.0, 25.0, 26.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0]
[41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 41.0, 42.0, 41.0, 41.0, 41.0]
[28.0, 28.0, 28.0, 28.0, 28.0, 29.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0]
[58.0, 57.0, 58.0, 58.0, 57.0, 57.0, 57.0, 57.0, 57.0, 57.0, 57.0, 57.0, 57.0, 57.0, 57.0, 57.0]
[35.0, 35.0, 36.0, 36.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 36.0, 35.0, 35.0, 35.0]
[58.0, 58.0, 58.0, 58.0, 58.0, 58.0, 58.0, 58.0, 58.0, 58.0, 59.0, 58.0, 58.0, 58.0, 58.0, 58.0]
[33.0, 34.0, 34.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0]
[38.0, 39.0, 38.0, 39.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0]
[47.0, 47.0, 47.0, 47.0, 47.0, 46.0, 46.0, 46.0, 46.0, 46.0, 47.0, 46.0, 46.0, 46.0, 46.0, 46.0]
[34.0, 33.0, 34.0, 34.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0]
[38.0, 37.0, 38.0, 37.0, 37.0, 37.0, 37.0, 38.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0]
[422.0, 427.0, 425.0, 425.0, 423.0, 420.0, 422.0, 419.0, 420.0, 420.0, 420.0, 421.0, 420.0, 419.0, 419.0, 419.0]
[79.0, 76.0, 76.0, 76.0, 77.0, 76.0, 77.0, 76.0, 76.0, 76.0, 76.0, 76.0, 76.0, 76.0, 76.0, 76.0]
[39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 40.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0]
[47.0, 47.0, 47.0, 47.0, 48.0, 47.0, 47.0, 47.0, 47.0, 47.0, 47.0, 48.0, 47.0, 47.0, 47.0, 47.0]
[52.0, 53.0, 53.0, 52.0, 54.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0]
[64.0, 63.0, 64.0, 63.0, 64.0, 64.0, 63.0, 63.0, 63.0, 64.0, 63.0, 63.0, 63.0, 63.0, 63.0, 63.0]
[35.0, 36.0, 36.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0]
[365.0, 359.0, 362.0, 360.0, 358.0, 358.0, 357.0, 357.0, 359.0, 356.0, 356.0, 356.0, 357.0, 357.0, 356.0, 356.0]
[19.0, 19.0, 18.0, 18.0, 18.0, 18.0, 19.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0]
[20.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]
[377.0, 377.0, 376.0, 376.0, 377.0, 375.0, 375.0, 376.0, 375.0, 377.0, 376.0, 375.0, 375.0, 375.0, 375.0, 375.0]
[19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]
[21.0, 21.0, 21.0, 22.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]
[26.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 25.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0]
[41.0, 40.0, 40.0, 42.0, 41.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]
[331.0, 334.0, 331.0, 331.0, 330.0, 328.0, 328.0, 327.0, 332.0, 329.0, 329.0, 329.0, 329.0, 327.0, 327.0, 327.0]
[349.0, 346.0, 349.0, 348.0, 347.0, 346.0, 343.0, 347.0, 347.0, 344.0, 344.0, 343.0, 343.0, 344.0, 343.0, 343.0]
[20.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 20.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]
[41.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0]
[52.0, 51.0, 52.0, 51.0, 51.0, 51.0, 51.0, 51.0, 51.0, 51.0, 51.0, 51.0, 51.0, 51.0, 51.0, 51.0]
[28.0, 28.0, 29.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 28.0, 29.0, 28.0, 28.0, 28.0]
[36.0, 36.0, 36.0, 37.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0, 36.0]
[27.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0]
[77.0, 78.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0, 77.0]
[49.0, 48.0, 49.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0]
[369.0, 367.0, 365.0, 365.0, 369.0, 364.0, 363.0, 364.0, 363.0, 364.0, 363.0, 362.0, 363.0, 362.0, 362.0, 362.0]
[32.0, 31.0, 32.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0]
[87.0, 86.0, 86.0, 86.0, 86.0, 86.0, 86.0, 86.0, 86.0, 86.0, 86.0, 86.0, 86.0, 86.0, 86.0, 86.0]
[54.0, 51.0, 51.0, 51.0, 51.0, 51.0, 51.0, 51.0, 51.0, 51.0, 51.0, 51.0, 52.0, 51.0, 51.0, 51.0]
[32.0, 30.0, 31.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]
