miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	Sample ID
hsa-mir-346	0	0.0	N	TCGA-CK-4951-01A
hsa-mir-3653	4	4.239812	N	TCGA-CK-4951-01A
hsa-mir-375	4615	4891.683396	N	TCGA-CK-4951-01A
hsa-mir-484	103	109.175166	N	TCGA-CK-4951-01A
hsa-mir-760	3	3.179859	N	TCGA-CK-4951-01A
hsa-mir-1249	0	0.0	N	TCGA-CM-6172-01A
hsa-mir-1538	0	0.0	N	TCGA-CM-6172-01A
hsa-mir-1976	10	4.250416	N	TCGA-CM-6172-01A
hsa-mir-2110	9	3.825374	N	TCGA-CM-6172-01A
hsa-mir-326	8	3.400333	N	TCGA-CM-6172-01A
hsa-mir-346	1	0.425042	N	TCGA-CM-6172-01A
hsa-mir-3653	11	4.675457	N	TCGA-CM-6172-01A
hsa-mir-375	52088	22139.565803	N	TCGA-CM-6172-01A
hsa-mir-484	50	21.252079	N	TCGA-CM-6172-01A
hsa-mir-760	1	0.425042	N	TCGA-CM-6172-01A
hsa-mir-1249	6	3.967039	N	TCGA-AA-3514-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-3514-01A
hsa-mir-1976	3	1.98352	N	TCGA-AA-3514-01A
hsa-mir-2110	4	2.644693	N	TCGA-AA-3514-01A
hsa-mir-326	3	1.98352	N	TCGA-AA-3514-01A
hsa-mir-346	0	0.0	N	TCGA-AA-3514-01A
hsa-mir-3653	121	80.001957	N	TCGA-AA-3514-01A
hsa-mir-375	70410	46553.204938	N	TCGA-AA-3514-01A
hsa-mir-484	62	40.992738	N	TCGA-AA-3514-01A
hsa-mir-760	3	1.98352	N	TCGA-AA-3514-01A
hsa-mir-1249	4	0.47647	N	TCGA-CA-6717-01A
hsa-mir-1538	0	0.0	N	TCGA-CA-6717-01A
hsa-mir-1976	33	3.930879	N	TCGA-CA-6717-01A
hsa-mir-2110	11	1.310293	N	TCGA-CA-6717-01A
hsa-mir-326	25	2.977939	N	TCGA-CA-6717-01A
hsa-mir-346	0	0.0	N	TCGA-CA-6717-01A
hsa-mir-3653	10	1.191175	N	TCGA-CA-6717-01A
hsa-mir-375	60498	7206.37317	N	TCGA-CA-6717-01A
hsa-mir-484	112	13.341165	N	TCGA-CA-6717-01A
hsa-mir-760	11	1.310293	N	TCGA-CA-6717-01A
hsa-mir-1249	1	0.423452	N	TCGA-AA-3663-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-3663-01A
hsa-mir-1976	41	17.361552	N	TCGA-AA-3663-01A
hsa-mir-2110	7	2.964167	N	TCGA-AA-3663-01A
hsa-mir-326	10	4.234525	N	TCGA-AA-3663-01A
hsa-mir-346	2	0.846905	N	TCGA-AA-3663-01A
hsa-mir-3653	3	1.270357	N	TCGA-AA-3663-01A
hsa-mir-375	93622	39644.469287	N	TCGA-AA-3663-01A
hsa-mir-484	57	24.136792	N	TCGA-AA-3663-01A
hsa-mir-760	7	2.964167	N	TCGA-AA-3663-01A
hsa-mir-1249	10	1.5242	N	TCGA-DM-A1D9-01A
hsa-mir-1538	1	0.15242	N	TCGA-DM-A1D9-01A
hsa-mir-1976	57	8.68794	N	TCGA-DM-A1D9-01A
hsa-mir-2110	10	1.5242	N	TCGA-DM-A1D9-01A
hsa-mir-326	23	3.50566	N	TCGA-DM-A1D9-01A
hsa-mir-346	1	0.15242	N	TCGA-DM-A1D9-01A
hsa-mir-3653	45	6.8589	N	TCGA-DM-A1D9-01A
hsa-mir-375	130330	19864.897965	N	TCGA-DM-A1D9-01A
hsa-mir-484	351	53.499418	N	TCGA-DM-A1D9-01A
hsa-mir-760	4	0.60968	N	TCGA-DM-A1D9-01A
hsa-mir-1249	0	0.0	N	TCGA-AA-3667-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-3667-01A
hsa-mir-1976	3	2.821174	N	TCGA-AA-3667-01A
hsa-mir-2110	0	0.0	N	TCGA-AA-3667-01A
hsa-mir-326	0	0.0	N	TCGA-AA-3667-01A
hsa-mir-346	0	0.0	N	TCGA-AA-3667-01A
hsa-mir-3653	15	14.105871	N	TCGA-AA-3667-01A
hsa-mir-375	11739	11039.254759	N	TCGA-AA-3667-01A
hsa-mir-484	23	21.629002	N	TCGA-AA-3667-01A
hsa-mir-760	1	0.940391	N	TCGA-AA-3667-01A
hsa-mir-1249	2	0.529489	N	TCGA-A6-5661-01A
hsa-mir-1538	0	0.0	N	TCGA-A6-5661-01A
hsa-mir-1976	26	6.883355	N	TCGA-A6-5661-01A
hsa-mir-2110	2	0.529489	N	TCGA-A6-5661-01A
hsa-mir-326	11	2.912189	N	TCGA-A6-5661-01A
hsa-mir-346	1	0.264744	N	TCGA-A6-5661-01A
hsa-mir-3653	12	3.176933	N	TCGA-A6-5661-01A
hsa-mir-375	117421	31086.55342	N	TCGA-A6-5661-01A
hsa-mir-484	70	18.532109	N	TCGA-A6-5661-01A
hsa-mir-760	3	0.794233	N	TCGA-A6-5661-01A
hsa-mir-1249	11	1.948994	N	TCGA-A6-6653-01A
hsa-mir-1538	2	0.354363	N	TCGA-A6-6653-01A
hsa-mir-1976	42	7.441613	N	TCGA-A6-6653-01A
hsa-mir-2110	18	3.189263	N	TCGA-A6-6653-01A
hsa-mir-326	68	12.048325	N	TCGA-A6-6653-01A
hsa-mir-346	0	0.0	N	TCGA-A6-6653-01A
hsa-mir-3653	36	6.378525	N	TCGA-A6-6653-01A
hsa-mir-375	461684	81801.749062	N	TCGA-A6-6653-01A
hsa-mir-484	315	55.812094	N	TCGA-A6-6653-01A
hsa-mir-760	8	1.41745	N	TCGA-A6-6653-01A
hsa-mir-1249	2	2.480623	N	TCGA-AA-3526-01A
hsa-mir-1538	1	1.240312	N	TCGA-AA-3526-01A
hsa-mir-1976	5	6.201558	N	TCGA-AA-3526-01A
hsa-mir-2110	4	4.961246	N	TCGA-AA-3526-01A
hsa-mir-326	0	0.0	N	TCGA-AA-3526-01A
hsa-mir-346	0	0.0	N	TCGA-AA-3526-01A
hsa-mir-3653	49	60.775269	N	TCGA-AA-3526-01A
hsa-mir-375	27612	34247.484338	N	TCGA-AA-3526-01A
hsa-mir-484	27	33.488414	N	TCGA-AA-3526-01A
hsa-mir-760	7	8.682181	N	TCGA-AA-3526-01A
hsa-mir-1249	1	0.662396	N	TCGA-AA-3521-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-3521-01A
hsa-mir-1976	6	3.974376	N	TCGA-AA-3521-01A
hsa-mir-2110	4	2.649584	N	TCGA-AA-3521-01A
hsa-mir-326	2	1.324792	N	TCGA-AA-3521-01A
hsa-mir-346	0	0.0	N	TCGA-AA-3521-01A
hsa-mir-3653	15	9.93594	N	TCGA-AA-3521-01A
hsa-mir-375	41393	27418.556758	N	TCGA-AA-3521-01A
hsa-mir-484	25	16.559899	N	TCGA-AA-3521-01A
hsa-mir-760	0	0.0	N	TCGA-AA-3521-01A
hsa-mir-1249	2	1.914533	N	TCGA-AZ-4615-01A
hsa-mir-1538	0	0.0	N	TCGA-AZ-4615-01A
hsa-mir-1976	7	6.700867	N	TCGA-AZ-4615-01A
hsa-mir-2110	3	2.8718	N	TCGA-AZ-4615-01A
hsa-mir-326	5	4.786333	N	TCGA-AZ-4615-01A
hsa-mir-346	0	0.0	N	TCGA-AZ-4615-01A
hsa-mir-3653	10	9.572667	N	TCGA-AZ-4615-01A
hsa-mir-375	10708	10250.411385	N	TCGA-AZ-4615-01A
hsa-mir-484	92	88.068533	N	TCGA-AZ-4615-01A
hsa-mir-760	4	3.829067	N	TCGA-AZ-4615-01A
hsa-mir-1249	4	1.129845	N	TCGA-DM-A28G-01A
hsa-mir-1538	0	0.0	N	TCGA-DM-A28G-01A
hsa-mir-1976	48	13.558142	N	TCGA-DM-A28G-01A
hsa-mir-2110	7	1.977229	N	TCGA-DM-A28G-01A
hsa-mir-326	25	7.061532	N	TCGA-DM-A28G-01A
hsa-mir-346	0	0.0	N	TCGA-DM-A28G-01A
hsa-mir-3653	10	2.824613	N	TCGA-DM-A28G-01A
hsa-mir-375	161204	45533.891402	N	TCGA-DM-A28G-01A
hsa-mir-484	161	45.476269	N	TCGA-DM-A28G-01A
hsa-mir-760	8	2.25969	N	TCGA-DM-A28G-01A
hsa-mir-1249	18	2.709062	N	TCGA-F4-6704-01A
hsa-mir-1538	2	0.301007	N	TCGA-F4-6704-01A
hsa-mir-1976	16	2.408055	N	TCGA-F4-6704-01A
hsa-mir-2110	12	1.806041	N	TCGA-F4-6704-01A
hsa-mir-326	38	5.71913	N	TCGA-F4-6704-01A
hsa-mir-346	0	0.0	N	TCGA-F4-6704-01A
hsa-mir-3653	16	2.408055	N	TCGA-F4-6704-01A
hsa-mir-375	241140	36292.396251	N	TCGA-F4-6704-01A
hsa-mir-484	244	36.722836	N	TCGA-F4-6704-01A
hsa-mir-760	2	0.301007	N	TCGA-F4-6704-01A
hsa-mir-1249	2	0.720021	N	TCGA-CM-4743-01A
hsa-mir-1538	2	0.720021	N	TCGA-CM-4743-01A
hsa-mir-1976	38	13.680398	N	TCGA-CM-4743-01A
hsa-mir-2110	4	1.440042	N	TCGA-CM-4743-01A
hsa-mir-326	10	3.600105	N	TCGA-CM-4743-01A
hsa-mir-346	0	0.0	N	TCGA-CM-4743-01A
hsa-mir-3653	4	1.440042	N	TCGA-CM-4743-01A
hsa-mir-375	54354	19568.009038	N	TCGA-CM-4743-01A
hsa-mir-484	315	113.403298	N	TCGA-CM-4743-01A
hsa-mir-760	1	0.36001	N	TCGA-CM-4743-01A
hsa-mir-1249	3	1.165785	N	TCGA-AA-3811-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-3811-01A
hsa-mir-1976	6	2.331569	N	TCGA-AA-3811-01A
hsa-mir-2110	3	1.165785	N	TCGA-AA-3811-01A
hsa-mir-326	11	4.274544	N	TCGA-AA-3811-01A
hsa-mir-346	0	0.0	N	TCGA-AA-3811-01A
hsa-mir-3653	29	11.269252	N	TCGA-AA-3811-01A
hsa-mir-375	45911	17840.780236	N	TCGA-AA-3811-01A
hsa-mir-484	213	82.770713	N	TCGA-AA-3811-01A
hsa-mir-760	4	1.55438	N	TCGA-AA-3811-01A
hsa-mir-1249	1	0.711291	N	TCGA-A6-2679-01A
hsa-mir-1538	0	0.0	N	TCGA-A6-2679-01A
hsa-mir-1976	8	5.690329	N	TCGA-A6-2679-01A
hsa-mir-2110	0	0.0	N	TCGA-A6-2679-01A
hsa-mir-326	1	0.711291	N	TCGA-A6-2679-01A
hsa-mir-346	0	0.0	N	TCGA-A6-2679-01A
hsa-mir-3653	3	2.133874	N	TCGA-A6-2679-01A
hsa-mir-375	13672	9724.772991	N	TCGA-A6-2679-01A
hsa-mir-484	81	57.614585	N	TCGA-A6-2679-01A
hsa-mir-760	0	0.0	N	TCGA-A6-2679-01A
hsa-mir-1249	9	0.876648	N	TCGA-AZ-5403-01A
hsa-mir-1538	0	0.0	N	TCGA-AZ-5403-01A
hsa-mir-1976	29	2.824754	N	TCGA-AZ-5403-01A
hsa-mir-2110	5	0.487026	N	TCGA-AZ-5403-01A
hsa-mir-326	13	1.266269	N	TCGA-AZ-5403-01A
hsa-mir-346	0	0.0	N	TCGA-AZ-5403-01A
hsa-mir-3653	20	1.948106	N	TCGA-AZ-5403-01A
hsa-mir-375	100442	9783.58296	N	TCGA-AZ-5403-01A
hsa-mir-484	230	22.403219	N	TCGA-AZ-5403-01A
hsa-mir-760	0	0.0	N	TCGA-AZ-5403-01A
hsa-mir-1249	1	1.218045	N	TCGA-AA-3970-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-3970-01A
hsa-mir-1976	6	7.308268	N	TCGA-AA-3970-01A
hsa-mir-2110	4	4.872178	N	TCGA-AA-3970-01A
hsa-mir-326	4	4.872178	N	TCGA-AA-3970-01A
hsa-mir-346	0	0.0	N	TCGA-AA-3970-01A
hsa-mir-3653	16	19.488714	N	TCGA-AA-3970-01A
hsa-mir-375	17441	21243.915867	N	TCGA-AA-3970-01A
hsa-mir-484	28	34.105249	N	TCGA-AA-3970-01A
hsa-mir-760	4	4.872178	N	TCGA-AA-3970-01A
hsa-mir-1249	1	0.463486	N	TCGA-AA-3818-01A
hsa-mir-1538	1	0.463486	N	TCGA-AA-3818-01A
hsa-mir-1976	5	2.317429	N	TCGA-AA-3818-01A
hsa-mir-2110	1	0.463486	N	TCGA-AA-3818-01A
hsa-mir-326	7	3.244401	N	TCGA-AA-3818-01A
hsa-mir-346	0	0.0	N	TCGA-AA-3818-01A
hsa-mir-3653	10	4.634859	N	TCGA-AA-3818-01A
hsa-mir-375	55791	25858.341101	N	TCGA-AA-3818-01A
hsa-mir-484	40	18.539435	N	TCGA-AA-3818-01A
hsa-mir-760	1	0.463486	N	TCGA-AA-3818-01A
hsa-mir-1249	9	2.183455	N	TCGA-AD-6895-01A
hsa-mir-1538	1	0.242606	N	TCGA-AD-6895-01A
hsa-mir-1976	27	6.550366	N	TCGA-AD-6895-01A
hsa-mir-2110	12	2.911274	N	TCGA-AD-6895-01A
hsa-mir-326	12	2.911274	N	TCGA-AD-6895-01A
hsa-mir-346	1	0.242606	N	TCGA-AD-6895-01A
hsa-mir-3653	10	2.426062	N	TCGA-AD-6895-01A
hsa-mir-375	45770	11104.08362	N	TCGA-AD-6895-01A
hsa-mir-484	138	33.479649	N	TCGA-AD-6895-01A
hsa-mir-760	1	0.242606	N	TCGA-AD-6895-01A
hsa-mir-1249	1	1.230156	N	TCGA-AA-3877-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-3877-01A
hsa-mir-1976	4	4.920624	N	TCGA-AA-3877-01A
hsa-mir-2110	4	4.920624	N	TCGA-AA-3877-01A
hsa-mir-326	9	11.071404	N	TCGA-AA-3877-01A
hsa-mir-346	0	0.0	N	TCGA-AA-3877-01A
hsa-mir-3653	27	33.214213	N	TCGA-AA-3877-01A
hsa-mir-375	10012	12316.322325	N	TCGA-AA-3877-01A
hsa-mir-484	42	51.666554	N	TCGA-AA-3877-01A
hsa-mir-760	5	6.15078	N	TCGA-AA-3877-01A
hsa-mir-1249	8	0.923035	N	TCGA-AA-3989-01A
hsa-mir-1538	2	0.230759	N	TCGA-AA-3989-01A
hsa-mir-1976	17	1.961449	N	TCGA-AA-3989-01A
hsa-mir-2110	9	1.038414	N	TCGA-AA-3989-01A
hsa-mir-326	10	1.153794	N	TCGA-AA-3989-01A
hsa-mir-346	0	0.0	N	TCGA-AA-3989-01A
hsa-mir-3653	64	7.384279	N	TCGA-AA-3989-01A
hsa-mir-375	103582	11951.22545	N	TCGA-AA-3989-01A
hsa-mir-484	466	53.766784	N	TCGA-AA-3989-01A
hsa-mir-760	3	0.346138	N	TCGA-AA-3989-01A
hsa-mir-1249	3	1.117638	N	TCGA-AA-3973-01A
hsa-mir-1538	1	0.372546	N	TCGA-AA-3973-01A
hsa-mir-1976	9	3.352914	N	TCGA-AA-3973-01A
hsa-mir-2110	1	0.372546	N	TCGA-AA-3973-01A
hsa-mir-326	4	1.490184	N	TCGA-AA-3973-01A
hsa-mir-346	0	0.0	N	TCGA-AA-3973-01A
hsa-mir-3653	35	13.039111	N	TCGA-AA-3973-01A
hsa-mir-375	18769	6992.31661	N	TCGA-AA-3973-01A
hsa-mir-484	114	42.470248	N	TCGA-AA-3973-01A
hsa-mir-760	1	0.372546	N	TCGA-AA-3973-01A
hsa-mir-1249	3	0.340801	N	TCGA-NH-A50U-01A
hsa-mir-1538	0	0.0	N	TCGA-NH-A50U-01A
hsa-mir-1976	86	9.769634	N	TCGA-NH-A50U-01A
hsa-mir-2110	19	2.158408	N	TCGA-NH-A50U-01A
hsa-mir-326	41	4.657616	N	TCGA-NH-A50U-01A
hsa-mir-346	1	0.1136	N	TCGA-NH-A50U-01A
hsa-mir-3653	36	4.089614	N	TCGA-NH-A50U-01A
hsa-mir-375	21044	2390.606792	N	TCGA-NH-A50U-01A
hsa-mir-484	383	43.508953	N	TCGA-NH-A50U-01A
hsa-mir-760	2	0.227201	N	TCGA-NH-A50U-01A
hsa-mir-1249	13	1.54852	N	TCGA-CM-6674-01A
hsa-mir-1538	1	0.119117	N	TCGA-CM-6674-01A
hsa-mir-1976	39	4.645559	N	TCGA-CM-6674-01A
hsa-mir-2110	15	1.786754	N	TCGA-CM-6674-01A
hsa-mir-326	46	5.479378	N	TCGA-CM-6674-01A
hsa-mir-346	0	0.0	N	TCGA-CM-6674-01A
hsa-mir-3653	21	2.501455	N	TCGA-CM-6674-01A
hsa-mir-375	170148	20267.503217	N	TCGA-CM-6674-01A
hsa-mir-484	334	39.785046	N	TCGA-CM-6674-01A
hsa-mir-760	4	0.476468	N	TCGA-CM-6674-01A
hsa-mir-1249	12	1.556829	N	TCGA-CM-5860-01A
hsa-mir-1538	0	0.0	N	TCGA-CM-5860-01A
hsa-mir-1976	26	3.373128	N	TCGA-CM-5860-01A
hsa-mir-2110	12	1.556829	N	TCGA-CM-5860-01A
hsa-mir-326	24	3.113657	N	TCGA-CM-5860-01A
hsa-mir-346	1	0.129736	N	TCGA-CM-5860-01A
hsa-mir-3653	9	1.167621	N	TCGA-CM-5860-01A
hsa-mir-375	60049	7790.499662	N	TCGA-CM-5860-01A
hsa-mir-484	250	32.433928	N	TCGA-CM-5860-01A
hsa-mir-760	5	0.648679	N	TCGA-CM-5860-01A
hsa-mir-1249	4	0.530414	N	TCGA-F4-6809-01A
hsa-mir-1538	1	0.132604	N	TCGA-F4-6809-01A
hsa-mir-1976	38	5.038936	N	TCGA-F4-6809-01A
hsa-mir-2110	17	2.254261	N	TCGA-F4-6809-01A
hsa-mir-326	43	5.701954	N	TCGA-F4-6809-01A
hsa-mir-346	0	0.0	N	TCGA-F4-6809-01A
hsa-mir-3653	20	2.652072	N	TCGA-F4-6809-01A
hsa-mir-375	65614	8700.651906	N	TCGA-F4-6809-01A
hsa-mir-484	230	30.498826	N	TCGA-F4-6809-01A
hsa-mir-760	2	0.265207	N	TCGA-F4-6809-01A
hsa-mir-1249	4	0.650256	N	TCGA-A6-A565-01A
hsa-mir-1538	0	0.0	N	TCGA-A6-A565-01A
hsa-mir-1976	74	12.029729	N	TCGA-A6-A565-01A
hsa-mir-2110	16	2.601022	N	TCGA-A6-A565-01A
hsa-mir-326	7	1.137947	N	TCGA-A6-A565-01A
hsa-mir-346	0	0.0	N	TCGA-A6-A565-01A
hsa-mir-3653	38	6.177428	N	TCGA-A6-A565-01A
hsa-mir-375	463236	75305.453515	N	TCGA-A6-A565-01A
hsa-mir-484	358	58.197878	N	TCGA-A6-A565-01A
hsa-mir-760	2	0.325128	N	TCGA-A6-A565-01A
hsa-mir-1249	8	1.314764	N	TCGA-CM-4751-01A
hsa-mir-1538	2	0.328691	N	TCGA-CM-4751-01A
hsa-mir-1976	65	10.682461	N	TCGA-CM-4751-01A
hsa-mir-2110	27	4.43733	N	TCGA-CM-4751-01A
hsa-mir-326	28	4.601676	N	TCGA-CM-4751-01A
hsa-mir-346	0	0.0	N	TCGA-CM-4751-01A
hsa-mir-3653	23	3.779948	N	TCGA-CM-4751-01A
hsa-mir-375	168248	27650.811703	N	TCGA-CM-4751-01A
hsa-mir-484	300	49.303668	N	TCGA-CM-4751-01A
hsa-mir-760	3	0.493037	N	TCGA-CM-4751-01A
hsa-mir-1249	19	3.790955	N	TCGA-AZ-6605-01A
hsa-mir-1538	1	0.199524	N	TCGA-AZ-6605-01A
hsa-mir-1976	34	6.783814	N	TCGA-AZ-6605-01A
hsa-mir-2110	17	3.391907	N	TCGA-AZ-6605-01A
hsa-mir-326	21	4.190003	N	TCGA-AZ-6605-01A
hsa-mir-346	1	0.199524	N	TCGA-AZ-6605-01A
hsa-mir-3653	30	5.985718	N	TCGA-AZ-6605-01A
hsa-mir-375	39955	7971.978858	N	TCGA-AZ-6605-01A
hsa-mir-484	233	46.489077	N	TCGA-AZ-6605-01A
hsa-mir-760	1	0.199524	N	TCGA-AZ-6605-01A
hsa-mir-1249	3	4.65376	N	TCGA-AA-3860-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-3860-01A
hsa-mir-1976	1	1.551253	N	TCGA-AA-3860-01A
hsa-mir-2110	3	4.65376	N	TCGA-AA-3860-01A
hsa-mir-326	3	4.65376	N	TCGA-AA-3860-01A
hsa-mir-346	0	0.0	N	TCGA-AA-3860-01A
hsa-mir-3653	110	170.637875	N	TCGA-AA-3860-01A
hsa-mir-375	2905	4506.391164	N	TCGA-AA-3860-01A
hsa-mir-484	37	57.396376	N	TCGA-AA-3860-01A
hsa-mir-760	1	1.551253	N	TCGA-AA-3860-01A
hsa-mir-1249	1	0.594924	N	TCGA-AA-A029-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-A029-01A
hsa-mir-1976	17	10.113708	N	TCGA-AA-A029-01A
hsa-mir-2110	14	8.328936	N	TCGA-AA-A029-01A
hsa-mir-326	5	2.97462	N	TCGA-AA-A029-01A
hsa-mir-346	0	0.0	N	TCGA-AA-A029-01A
hsa-mir-3653	36	21.417264	N	TCGA-AA-A029-01A
hsa-mir-375	78798	46878.820527	N	TCGA-AA-A029-01A
hsa-mir-484	78	46.404071	N	TCGA-AA-A029-01A
hsa-mir-760	0	0.0	N	TCGA-AA-A029-01A
hsa-mir-1249	6	0.733243	N	TCGA-DM-A1D8-01A
hsa-mir-1538	0	0.0	N	TCGA-DM-A1D8-01A
hsa-mir-1976	48	5.865944	N	TCGA-DM-A1D8-01A
hsa-mir-2110	11	1.344279	N	TCGA-DM-A1D8-01A
hsa-mir-326	35	4.277251	N	TCGA-DM-A1D8-01A
hsa-mir-346	0	0.0	N	TCGA-DM-A1D8-01A
hsa-mir-3653	52	6.354773	N	TCGA-DM-A1D8-01A
hsa-mir-375	110961	13560.229681	N	TCGA-DM-A1D8-01A
hsa-mir-484	410	50.104939	N	TCGA-DM-A1D8-01A
hsa-mir-760	2	0.244414	N	TCGA-DM-A1D8-01A
hsa-mir-1249	4	0.914112	N	TCGA-D5-5537-01A
hsa-mir-1538	0	0.0	N	TCGA-D5-5537-01A
hsa-mir-1976	15	3.42792	N	TCGA-D5-5537-01A
hsa-mir-2110	26	5.941727	N	TCGA-D5-5537-01A
hsa-mir-326	18	4.113503	N	TCGA-D5-5537-01A
hsa-mir-346	0	0.0	N	TCGA-D5-5537-01A
hsa-mir-3653	21	4.799087	N	TCGA-D5-5537-01A
hsa-mir-375	82497	18852.871865	N	TCGA-D5-5537-01A
hsa-mir-484	206	47.076762	N	TCGA-D5-5537-01A
hsa-mir-760	2	0.457056	N	TCGA-D5-5537-01A
hsa-mir-1249	1	0.631347	N	TCGA-A6-2686-01A
hsa-mir-1538	0	0.0	N	TCGA-A6-2686-01A
hsa-mir-1976	5	3.156733	N	TCGA-A6-2686-01A
hsa-mir-2110	1	0.631347	N	TCGA-A6-2686-01A
hsa-mir-326	3	1.89404	N	TCGA-A6-2686-01A
hsa-mir-346	0	0.0	N	TCGA-A6-2686-01A
hsa-mir-3653	4	2.525386	N	TCGA-A6-2686-01A
hsa-mir-375	12821	8094.49491	N	TCGA-A6-2686-01A
hsa-mir-484	40	25.253864	N	TCGA-A6-2686-01A
hsa-mir-760	1	0.631347	N	TCGA-A6-2686-01A
hsa-mir-1249	1	0.393623	N	TCGA-AA-3867-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-3867-01A
hsa-mir-1976	13	5.117093	N	TCGA-AA-3867-01A
hsa-mir-2110	2	0.787245	N	TCGA-AA-3867-01A
hsa-mir-326	17	6.691583	N	TCGA-AA-3867-01A
hsa-mir-346	1	0.393623	N	TCGA-AA-3867-01A
hsa-mir-3653	16	6.29796	N	TCGA-AA-3867-01A
hsa-mir-375	75396	29677.564106	N	TCGA-AA-3867-01A
hsa-mir-484	161	63.373227	N	TCGA-AA-3867-01A
hsa-mir-760	2	0.787245	N	TCGA-AA-3867-01A
hsa-mir-1249	3	2.010811	N	TCGA-AA-3971-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-3971-01A
hsa-mir-1976	9	6.032434	N	TCGA-AA-3971-01A
hsa-mir-2110	2	1.340541	N	TCGA-AA-3971-01A
hsa-mir-326	4	2.681082	N	TCGA-AA-3971-01A
hsa-mir-346	0	0.0	N	TCGA-AA-3971-01A
hsa-mir-3653	19	12.735139	N	TCGA-AA-3971-01A
hsa-mir-375	86246	57808.148478	N	TCGA-AA-3971-01A
hsa-mir-484	96	64.345967	N	TCGA-AA-3971-01A
hsa-mir-760	0	0.0	N	TCGA-AA-3971-01A
hsa-mir-1249	0	0.0	N	TCGA-AA-3525-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-3525-01A
hsa-mir-1976	2	1.329039	N	TCGA-AA-3525-01A
hsa-mir-2110	0	0.0	N	TCGA-AA-3525-01A
hsa-mir-326	1	0.664519	N	TCGA-AA-3525-01A
hsa-mir-346	0	0.0	N	TCGA-AA-3525-01A
hsa-mir-3653	25	16.612985	N	TCGA-AA-3525-01A
hsa-mir-375	95087	63187.154575	N	TCGA-AA-3525-01A
hsa-mir-484	46	30.567892	N	TCGA-AA-3525-01A
hsa-mir-760	0	0.0	N	TCGA-AA-3525-01A
hsa-mir-1249	1	0.939577	N	TCGA-AA-3524-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-3524-01A
hsa-mir-1976	7	6.577037	N	TCGA-AA-3524-01A
hsa-mir-2110	4	3.758307	N	TCGA-AA-3524-01A
hsa-mir-326	0	0.0	N	TCGA-AA-3524-01A
hsa-mir-346	1	0.939577	N	TCGA-AA-3524-01A
hsa-mir-3653	10	9.395768	N	TCGA-AA-3524-01A
hsa-mir-375	30473	28631.722554	N	TCGA-AA-3524-01A
hsa-mir-484	65	61.072489	N	TCGA-AA-3524-01A
hsa-mir-760	0	0.0	N	TCGA-AA-3524-01A
hsa-mir-1249	0	0.0	N	TCGA-CK-4952-01A
hsa-mir-1538	0	0.0	N	TCGA-CK-4952-01A
hsa-mir-1976	19	12.636508	N	TCGA-CK-4952-01A
hsa-mir-2110	2	1.330159	N	TCGA-CK-4952-01A
hsa-mir-326	16	10.64127	N	TCGA-CK-4952-01A
hsa-mir-346	0	0.0	N	TCGA-CK-4952-01A
hsa-mir-3653	5	3.325397	N	TCGA-CK-4952-01A
hsa-mir-375	113517	75497.811889	N	TCGA-CK-4952-01A
hsa-mir-484	90	59.857141	N	TCGA-CK-4952-01A
hsa-mir-760	22	14.631746	N	TCGA-CK-4952-01A
hsa-mir-1249	0	0.0	N	TCGA-AA-3850-01A
hsa-mir-1538	0	0.0	N	TCGA-AA-3850-01A
hsa-mir-1976	6	4.010966	N	TCGA-AA-3850-01A
hsa-mir-2110	1	0.668494	N	TCGA-AA-3850-01A
hsa-mir-326	5	3.342472	N	TCGA-AA-3850-01A
hsa-mir-346	0	0.0	N	TCGA-AA-3850-01A
hsa-mir-3653	5	3.342472	N	TCGA-AA-3850-01A
hsa-mir-375	57044	38133.59057	N	TCGA-AA-3850-01A
hsa-mir-484	50	33.424717	N	TCGA-AA-3850-01A
hsa-mir-760	1	0.668494	N	TCGA-AA-3850-01A
hsa-mir-1249	4	0.793961	N	TCGA-D5-6930-01A
hsa-mir-1538	2	0.39698	N	TCGA-D5-6930-01A
hsa-mir-1976	25	4.962255	N	TCGA-D5-6930-01A
hsa-mir-2110	7	1.389431	N	TCGA-D5-6930-01A
hsa-mir-326	14	2.778863	N	TCGA-D5-6930-01A
hsa-mir-346	0	0.0	N	TCGA-D5-6930-01A
hsa-mir-3653	13	2.580373	N	TCGA-D5-6930-01A
hsa-mir-375	102238	20293.241488	N	TCGA-D5-6930-01A
hsa-mir-484	185	36.720688	N	TCGA-D5-6930-01A
hsa-mir-760	3	0.595471	N	TCGA-D5-6930-01A
hsa-mir-1249	3	1.211811	N	TCGA-CA-5796-01A
