miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	Sample ID
hsa-mir-190b	0	0.0	N	TCGA-A1-A0SP-01A
hsa-mir-301b	9	4.826224	N	TCGA-A1-A0SP-01A
hsa-mir-375	29058	15582.26781	N	TCGA-A1-A0SP-01A
hsa-mir-429	350	187.68648	N	TCGA-A1-A0SP-01A
hsa-mir-592	9	4.826224	N	TCGA-A1-A0SP-01A
hsa-mir-190b	205	41.635931	N	TCGA-A7-A425-01A
hsa-mir-301b	1	0.203102	N	TCGA-A7-A425-01A
hsa-mir-375	69779	14172.261453	N	TCGA-A7-A425-01A
hsa-mir-429	375	76.163288	N	TCGA-A7-A425-01A
hsa-mir-592	2	0.406204	N	TCGA-A7-A425-01A
hsa-mir-190b	6	5.732159	N	TCGA-AR-A1AQ-01A
hsa-mir-301b	3	2.86608	N	TCGA-AR-A1AQ-01A
hsa-mir-375	13108	12522.856985	N	TCGA-AR-A1AQ-01A
hsa-mir-429	266	254.125722	N	TCGA-AR-A1AQ-01A
hsa-mir-592	8	7.642879	N	TCGA-AR-A1AQ-01A
hsa-mir-190b	214	27.327854	N	TCGA-BH-A201-01A
hsa-mir-301b	10	1.277003	N	TCGA-BH-A201-01A
hsa-mir-375	82693	10559.917087	N	TCGA-BH-A201-01A
hsa-mir-429	631	80.57886	N	TCGA-BH-A201-01A
hsa-mir-592	35	4.469509	N	TCGA-BH-A201-01A
hsa-mir-190b	236	81.763741	N	TCGA-B6-A0IO-01A
hsa-mir-301b	3	1.03937	N	TCGA-B6-A0IO-01A
hsa-mir-375	264799	91741.342484	N	TCGA-B6-A0IO-01A
hsa-mir-429	309	107.055068	N	TCGA-B6-A0IO-01A
hsa-mir-592	14	4.850391	N	TCGA-B6-A0IO-01A
hsa-mir-190b	0	0.0	N	TCGA-A2-A4RX-01A
hsa-mir-301b	0	0.0	N	TCGA-A2-A4RX-01A
hsa-mir-375	2230	832.9875	N	TCGA-A2-A4RX-01A
hsa-mir-429	302	112.808173	N	TCGA-A2-A4RX-01A
hsa-mir-592	16	5.976592	N	TCGA-A2-A4RX-01A
hsa-mir-190b	46	22.051129	N	TCGA-EW-A1P6-01A
hsa-mir-301b	4	1.917489	N	TCGA-EW-A1P6-01A
hsa-mir-375	16913	8107.624849	N	TCGA-EW-A1P6-01A
hsa-mir-429	583	279.47409	N	TCGA-EW-A1P6-01A
hsa-mir-592	5	2.396862	N	TCGA-EW-A1P6-01A
hsa-mir-190b	64	35.04497	N	TCGA-BH-A1EN-01A
hsa-mir-301b	1	0.547578	N	TCGA-BH-A1EN-01A
hsa-mir-375	37576	20575.777903	N	TCGA-BH-A1EN-01A
hsa-mir-429	270	147.845966	N	TCGA-BH-A1EN-01A
hsa-mir-592	8	4.380621	N	TCGA-BH-A1EN-01A
hsa-mir-190b	0	0.0	N	TCGA-A2-A0CM-01A
hsa-mir-301b	5	3.851421	N	TCGA-A2-A0CM-01A
hsa-mir-375	1562	1203.184047	N	TCGA-A2-A0CM-01A
hsa-mir-429	510	392.844983	N	TCGA-A2-A0CM-01A
hsa-mir-592	7	5.39199	N	TCGA-A2-A0CM-01A
hsa-mir-190b	15	7.353832	N	TCGA-BH-A0HX-01A
hsa-mir-301b	1	0.490255	N	TCGA-BH-A0HX-01A
hsa-mir-375	20829	10211.530514	N	TCGA-BH-A0HX-01A
hsa-mir-429	75	36.769158	N	TCGA-BH-A0HX-01A
hsa-mir-592	15	7.353832	N	TCGA-BH-A0HX-01A
hsa-mir-190b	6	0.979264	N	TCGA-AN-A0AT-01A
hsa-mir-301b	35	5.712371	N	TCGA-AN-A0AT-01A
hsa-mir-375	42194	6886.508081	N	TCGA-AN-A0AT-01A
hsa-mir-429	3428	559.485939	N	TCGA-AN-A0AT-01A
hsa-mir-592	7	1.142474	N	TCGA-AN-A0AT-01A
hsa-mir-190b	53	34.242991	N	TCGA-BH-A0W3-01A
hsa-mir-301b	0	0.0	N	TCGA-BH-A0W3-01A
hsa-mir-375	20258	13088.575634	N	TCGA-BH-A0W3-01A
hsa-mir-429	156	100.79069	N	TCGA-BH-A0W3-01A
hsa-mir-592	20	12.921883	N	TCGA-BH-A0W3-01A
hsa-mir-190b	10	3.968717	N	TCGA-A7-A26I-01B
hsa-mir-301b	3	1.190615	N	TCGA-A7-A26I-01B
hsa-mir-375	53523	21241.76392	N	TCGA-A7-A26I-01B
hsa-mir-429	594	235.741789	N	TCGA-A7-A26I-01B
hsa-mir-592	11	4.365589	N	TCGA-A7-A26I-01B
hsa-mir-190b	0	0.0	N	TCGA-A2-A0D2-01A
hsa-mir-301b	13	11.763875	N	TCGA-A2-A0D2-01A
hsa-mir-375	2628	2378.112676	N	TCGA-A2-A0D2-01A
hsa-mir-429	296	267.854396	N	TCGA-A2-A0D2-01A
hsa-mir-592	2	1.809827	N	TCGA-A2-A0D2-01A
hsa-mir-190b	13	12.175591	N	TCGA-AO-A12E-01A
hsa-mir-301b	3	2.809752	N	TCGA-AO-A12E-01A
hsa-mir-375	69458	65053.244795	N	TCGA-AO-A12E-01A
hsa-mir-429	102	95.531558	N	TCGA-AO-A12E-01A
hsa-mir-592	0	0.0	N	TCGA-AO-A12E-01A
hsa-mir-190b	66	29.027219	N	TCGA-AO-A1KP-01A
hsa-mir-301b	3	1.319419	N	TCGA-AO-A1KP-01A
hsa-mir-375	15572	6848.664396	N	TCGA-AO-A1KP-01A
hsa-mir-429	187	82.243786	N	TCGA-AO-A1KP-01A
hsa-mir-592	8	3.518451	N	TCGA-AO-A1KP-01A
hsa-mir-190b	157	16.630803	N	TCGA-AC-A2B8-01A
hsa-mir-301b	6	0.635572	N	TCGA-AC-A2B8-01A
hsa-mir-375	309121	32744.779464	N	TCGA-AC-A2B8-01A
hsa-mir-429	512	54.235484	N	TCGA-AC-A2B8-01A
hsa-mir-592	42	4.449005	N	TCGA-AC-A2B8-01A
hsa-mir-190b	48	37.169914	N	TCGA-AR-A1AW-01A
hsa-mir-301b	2	1.548746	N	TCGA-AR-A1AW-01A
hsa-mir-375	7970	6171.754428	N	TCGA-AR-A1AW-01A
hsa-mir-429	393	304.328669	N	TCGA-AR-A1AW-01A
hsa-mir-592	6	4.646239	N	TCGA-AR-A1AW-01A
hsa-mir-190b	2	0.669381	N	TCGA-A7-A4SD-01A
hsa-mir-301b	5	1.673452	N	TCGA-A7-A4SD-01A
hsa-mir-375	11568	3871.698447	N	TCGA-A7-A4SD-01A
hsa-mir-429	537	179.72874	N	TCGA-A7-A4SD-01A
hsa-mir-592	4	1.338762	N	TCGA-A7-A4SD-01A
hsa-mir-190b	39	20.805803	N	TCGA-BH-A1ET-01A
hsa-mir-301b	1	0.533482	N	TCGA-BH-A1ET-01A
hsa-mir-375	59686	31841.414965	N	TCGA-BH-A1ET-01A
hsa-mir-429	291	155.243303	N	TCGA-BH-A1ET-01A
hsa-mir-592	7	3.734375	N	TCGA-BH-A1ET-01A
hsa-mir-190b	106	28.717921	N	TCGA-D8-A1JJ-01A
hsa-mir-301b	8	2.16739	N	TCGA-D8-A1JJ-01A
hsa-mir-375	193040	52299.126948	N	TCGA-D8-A1JJ-01A
hsa-mir-429	290	78.567897	N	TCGA-D8-A1JJ-01A
hsa-mir-592	51	13.817113	N	TCGA-D8-A1JJ-01A
hsa-mir-190b	22	10.154838	N	TCGA-AC-A5EI-01A
hsa-mir-301b	3	1.384751	N	TCGA-AC-A5EI-01A
hsa-mir-375	19141	8835.170821	N	TCGA-AC-A5EI-01A
hsa-mir-429	85	39.234602	N	TCGA-AC-A5EI-01A
hsa-mir-592	3	1.384751	N	TCGA-AC-A5EI-01A
hsa-mir-190b	350	58.765613	N	TCGA-S3-A6ZH-01A
hsa-mir-301b	3	0.503705	N	TCGA-S3-A6ZH-01A
hsa-mir-375	2586	434.193931	N	TCGA-S3-A6ZH-01A
hsa-mir-429	1013	170.084475	N	TCGA-S3-A6ZH-01A
hsa-mir-592	2	0.335804	N	TCGA-S3-A6ZH-01A
hsa-mir-190b	4	1.603892	N	TCGA-A2-A1G1-01A
hsa-mir-301b	14	5.613621	N	TCGA-A2-A1G1-01A
hsa-mir-375	6994	2804.404607	N	TCGA-A2-A1G1-01A
hsa-mir-429	315	126.30647	N	TCGA-A2-A1G1-01A
hsa-mir-592	21	8.420431	N	TCGA-A2-A1G1-01A
hsa-mir-190b	75	8.533831	N	TCGA-GM-A2DK-01A
hsa-mir-301b	2	0.227569	N	TCGA-GM-A2DK-01A
hsa-mir-375	159820	18185.024833	N	TCGA-GM-A2DK-01A
hsa-mir-429	1022	116.28767	N	TCGA-GM-A2DK-01A
hsa-mir-592	18	2.048119	N	TCGA-GM-A2DK-01A
hsa-mir-190b	239	38.652518	N	TCGA-OL-A5RX-01A
hsa-mir-301b	3	0.485178	N	TCGA-OL-A5RX-01A
hsa-mir-375	29360	4748.275879	N	TCGA-OL-A5RX-01A
hsa-mir-429	891	144.097882	N	TCGA-OL-A5RX-01A
hsa-mir-592	11	1.778986	N	TCGA-OL-A5RX-01A
hsa-mir-190b	2	0.433432	N	TCGA-E9-A3QA-01A
hsa-mir-301b	7	1.517013	N	TCGA-E9-A3QA-01A
hsa-mir-375	15175	3288.666702	N	TCGA-E9-A3QA-01A
hsa-mir-429	298	64.581396	N	TCGA-E9-A3QA-01A
hsa-mir-592	26	5.634618	N	TCGA-E9-A3QA-01A
hsa-mir-190b	0	0.0	N	TCGA-S3-AA10-01A
hsa-mir-301b	10	2.662772	N	TCGA-S3-AA10-01A
hsa-mir-375	5323	1417.393492	N	TCGA-S3-AA10-01A
hsa-mir-429	295	78.551772	N	TCGA-S3-AA10-01A
hsa-mir-592	9	2.396495	N	TCGA-S3-AA10-01A
hsa-mir-190b	32	20.849378	N	TCGA-AN-A041-01A
hsa-mir-301b	5	3.257715	N	TCGA-AN-A041-01A
hsa-mir-375	48043	31302.082723	N	TCGA-AN-A041-01A
hsa-mir-429	311	202.629888	N	TCGA-AN-A041-01A
hsa-mir-592	40	26.061722	N	TCGA-AN-A041-01A
hsa-mir-190b	182	70.57631	N	TCGA-EW-A423-01A
hsa-mir-301b	2	0.775564	N	TCGA-EW-A423-01A
hsa-mir-375	77602	30092.652735	N	TCGA-EW-A423-01A
hsa-mir-429	414	160.541716	N	TCGA-EW-A423-01A
hsa-mir-592	13	5.041165	N	TCGA-EW-A423-01A
hsa-mir-190b	18	13.813575	N	TCGA-A7-A0D9-01A
hsa-mir-301b	2	1.534842	N	TCGA-A7-A0D9-01A
hsa-mir-375	14236	10925.003031	N	TCGA-A7-A0D9-01A
hsa-mir-429	665	510.334856	N	TCGA-A7-A0D9-01A
hsa-mir-592	1	0.767421	N	TCGA-A7-A0D9-01A
hsa-mir-190b	11	3.83851	N	TCGA-A7-A0CD-01A
hsa-mir-301b	0	0.0	N	TCGA-A7-A0CD-01A
hsa-mir-375	16331	5698.792091	N	TCGA-A7-A0CD-01A
hsa-mir-429	155	54.088101	N	TCGA-A7-A0CD-01A
hsa-mir-592	42	14.656131	N	TCGA-A7-A0CD-01A
hsa-mir-190b	294	49.313593	N	TCGA-AC-A3QQ-01B
hsa-mir-301b	4	0.670933	N	TCGA-AC-A3QQ-01B
hsa-mir-375	373325	62619.038234	N	TCGA-AC-A3QQ-01B
hsa-mir-429	186	31.198396	N	TCGA-AC-A3QQ-01B
hsa-mir-592	2	0.335467	N	TCGA-AC-A3QQ-01B
hsa-mir-190b	1	0.818699	N	TCGA-BH-A18R-01A
hsa-mir-301b	4	3.274796	N	TCGA-BH-A18R-01A
hsa-mir-375	4125	3377.133734	N	TCGA-BH-A18R-01A
hsa-mir-429	30	24.560973	N	TCGA-BH-A18R-01A
hsa-mir-592	0	0.0	N	TCGA-BH-A18R-01A
hsa-mir-190b	1	0.526828	N	TCGA-AQ-A54N-01A
hsa-mir-301b	6	3.160966	N	TCGA-AQ-A54N-01A
hsa-mir-375	39633	20879.760019	N	TCGA-AQ-A54N-01A
hsa-mir-429	932	491.003364	N	TCGA-AQ-A54N-01A
hsa-mir-592	2	1.053655	N	TCGA-AQ-A54N-01A
hsa-mir-190b	182	42.259853	N	TCGA-WT-AB41-01A
hsa-mir-301b	6	1.393182	N	TCGA-WT-AB41-01A
hsa-mir-375	48506	11262.947304	N	TCGA-WT-AB41-01A
hsa-mir-429	132	30.650003	N	TCGA-WT-AB41-01A
hsa-mir-592	28	6.501516	N	TCGA-WT-AB41-01A
hsa-mir-190b	75	15.319723	N	TCGA-EW-A2FS-01A
hsa-mir-301b	5	1.021315	N	TCGA-EW-A2FS-01A
hsa-mir-375	123132	25151.307794	N	TCGA-EW-A2FS-01A
hsa-mir-429	250	51.065742	N	TCGA-EW-A2FS-01A
hsa-mir-592	9	1.838367	N	TCGA-EW-A2FS-01A
hsa-mir-190b	36	22.411056	N	TCGA-A7-A0DB-01A
hsa-mir-301b	0	0.0	N	TCGA-A7-A0DB-01A
hsa-mir-375	27340	17019.952065	N	TCGA-A7-A0DB-01A
hsa-mir-429	455	283.250848	N	TCGA-A7-A0DB-01A
hsa-mir-592	3	1.867588	N	TCGA-A7-A0DB-01A
hsa-mir-190b	109	55.878437	N	TCGA-A8-A093-01A
hsa-mir-301b	3	1.537939	N	TCGA-A8-A093-01A
hsa-mir-375	2876	1474.370509	N	TCGA-A8-A093-01A
hsa-mir-429	570	292.208341	N	TCGA-A8-A093-01A
hsa-mir-592	8	4.10117	N	TCGA-A8-A093-01A
hsa-mir-190b	182	54.264812	N	TCGA-C8-A8HQ-01A
hsa-mir-301b	2	0.596317	N	TCGA-C8-A8HQ-01A
hsa-mir-375	139947	41726.360444	N	TCGA-C8-A8HQ-01A
hsa-mir-429	280	83.484326	N	TCGA-C8-A8HQ-01A
hsa-mir-592	15	4.472375	N	TCGA-C8-A8HQ-01A
hsa-mir-190b	35	13.03328	N	TCGA-E2-A10F-01A
hsa-mir-301b	1	0.372379	N	TCGA-E2-A10F-01A
hsa-mir-375	8318	3097.452068	N	TCGA-E2-A10F-01A
hsa-mir-429	160	59.580708	N	TCGA-E2-A10F-01A
hsa-mir-592	6	2.234277	N	TCGA-E2-A10F-01A
hsa-mir-190b	34	14.909992	N	TCGA-E2-A14O-01A
hsa-mir-301b	3	1.315588	N	TCGA-E2-A14O-01A
hsa-mir-375	67564	29628.785055	N	TCGA-E2-A14O-01A
hsa-mir-429	201	88.144364	N	TCGA-E2-A14O-01A
hsa-mir-592	4	1.754117	N	TCGA-E2-A14O-01A
hsa-mir-190b	49	36.596168	N	TCGA-A8-A076-01A
hsa-mir-301b	5	3.734303	N	TCGA-A8-A076-01A
hsa-mir-375	134193	100223.460683	N	TCGA-A8-A076-01A
hsa-mir-429	181	135.181763	N	TCGA-A8-A076-01A
hsa-mir-592	1	0.746861	N	TCGA-A8-A076-01A
hsa-mir-190b	28	14.504323	N	TCGA-AQ-A04H-01B
hsa-mir-301b	3	1.554035	N	TCGA-AQ-A04H-01B
hsa-mir-375	1791	927.758631	N	TCGA-AQ-A04H-01B
hsa-mir-429	134	69.413544	N	TCGA-AQ-A04H-01B
hsa-mir-592	16	8.288184	N	TCGA-AQ-A04H-01B
hsa-mir-190b	219	109.37269	N	TCGA-BH-A1FJ-01A
hsa-mir-301b	4	1.997675	N	TCGA-BH-A1FJ-01A
hsa-mir-375	30145	15054.976008	N	TCGA-BH-A1FJ-01A
hsa-mir-429	201	100.383154	N	TCGA-BH-A1FJ-01A
hsa-mir-592	9	4.494768	N	TCGA-BH-A1FJ-01A
hsa-mir-190b	42	12.61703	N	TCGA-A2-A0EN-01A
hsa-mir-301b	3	0.901216	N	TCGA-A2-A0EN-01A
hsa-mir-375	87810	26378.605842	N	TCGA-A2-A0EN-01A
hsa-mir-429	147	44.159607	N	TCGA-A2-A0EN-01A
hsa-mir-592	23	6.909326	N	TCGA-A2-A0EN-01A
hsa-mir-190b	117	12.199939	N	TCGA-E2-A15P-01A
hsa-mir-301b	1	0.104273	N	TCGA-E2-A15P-01A
hsa-mir-375	56760	5918.534439	N	TCGA-E2-A15P-01A
hsa-mir-429	759	79.143193	N	TCGA-E2-A15P-01A
hsa-mir-592	18	1.876914	N	TCGA-E2-A15P-01A
hsa-mir-190b	2	1.86184	N	TCGA-BH-A0WA-01A
hsa-mir-301b	10	9.309201	N	TCGA-BH-A0WA-01A
hsa-mir-375	4615	4296.196446	N	TCGA-BH-A0WA-01A
hsa-mir-429	146	135.91434	N	TCGA-BH-A0WA-01A
hsa-mir-592	6	5.585521	N	TCGA-BH-A0WA-01A
hsa-mir-190b	23	12.115466	N	TCGA-BH-A18L-01A
hsa-mir-301b	7	3.687316	N	TCGA-BH-A18L-01A
hsa-mir-375	91638	48271.175727	N	TCGA-BH-A18L-01A
hsa-mir-429	308	162.241888	N	TCGA-BH-A18L-01A
hsa-mir-592	35	18.436578	N	TCGA-BH-A18L-01A
hsa-mir-190b	25	16.274876	N	TCGA-A2-A25B-01A
hsa-mir-301b	3	1.952985	N	TCGA-A2-A25B-01A
hsa-mir-375	46585	30326.604215	N	TCGA-A2-A25B-01A
hsa-mir-429	113	73.56244	N	TCGA-A2-A25B-01A
hsa-mir-592	4	2.60398	N	TCGA-A2-A25B-01A
hsa-mir-190b	1	0.656523	N	TCGA-E2-A150-01A
hsa-mir-301b	1	0.656523	N	TCGA-E2-A150-01A
hsa-mir-375	393	258.013689	N	TCGA-E2-A150-01A
hsa-mir-429	460	302.000755	N	TCGA-E2-A150-01A
hsa-mir-592	11	7.221757	N	TCGA-E2-A150-01A
hsa-mir-190b	164	43.565635	N	TCGA-D8-A3Z5-01A
hsa-mir-301b	1	0.265644	N	TCGA-D8-A3Z5-01A
hsa-mir-375	33763	8968.942218	N	TCGA-D8-A3Z5-01A
hsa-mir-429	991	263.253317	N	TCGA-D8-A3Z5-01A
hsa-mir-592	0	0.0	N	TCGA-D8-A3Z5-01A
hsa-mir-190b	0	0.0	N	TCGA-AO-A03U-01B
hsa-mir-301b	2	1.857966	N	TCGA-AO-A03U-01B
hsa-mir-375	2138	1986.165586	N	TCGA-AO-A03U-01B
hsa-mir-429	142	131.915581	N	TCGA-AO-A03U-01B
hsa-mir-592	0	0.0	N	TCGA-AO-A03U-01B
hsa-mir-190b	94	25.622979	N	TCGA-AO-A12A-01A
hsa-mir-301b	5	1.362924	N	TCGA-AO-A12A-01A
hsa-mir-375	6469	1763.351617	N	TCGA-AO-A12A-01A
hsa-mir-429	286	77.959277	N	TCGA-AO-A12A-01A
hsa-mir-592	27	7.359792	N	TCGA-AO-A12A-01A
hsa-mir-190b	2	1.89281	N	TCGA-E2-A1LL-01A
hsa-mir-301b	2	1.89281	N	TCGA-E2-A1LL-01A
hsa-mir-375	895	847.032547	N	TCGA-E2-A1LL-01A
hsa-mir-429	152	143.853572	N	TCGA-E2-A1LL-01A
hsa-mir-592	2	1.89281	N	TCGA-E2-A1LL-01A
hsa-mir-190b	16	7.73956	N	TCGA-BH-A0BA-01A
hsa-mir-301b	1	0.483722	N	TCGA-BH-A0BA-01A
hsa-mir-375	52286	25291.914433	N	TCGA-BH-A0BA-01A
hsa-mir-429	93	44.986192	N	TCGA-BH-A0BA-01A
hsa-mir-592	1	0.483722	N	TCGA-BH-A0BA-01A
hsa-mir-190b	43	20.093665	N	TCGA-A2-A0CZ-01A
hsa-mir-301b	0	0.0	N	TCGA-A2-A0CZ-01A
hsa-mir-375	42608	19910.485061	N	TCGA-A2-A0CZ-01A
hsa-mir-429	142	66.355822	N	TCGA-A2-A0CZ-01A
hsa-mir-592	0	0.0	N	TCGA-A2-A0CZ-01A
hsa-mir-190b	92	32.186379	N	TCGA-AO-A1KT-01A
hsa-mir-301b	11	3.848371	N	TCGA-AO-A1KT-01A
hsa-mir-375	9777	3420.502443	N	TCGA-AO-A1KT-01A
hsa-mir-429	215	75.218168	N	TCGA-AO-A1KT-01A
hsa-mir-592	34	11.894966	N	TCGA-AO-A1KT-01A
hsa-mir-190b	5	5.598483	N	TCGA-A7-A0CE-01A
hsa-mir-301b	2	2.239393	N	TCGA-A7-A0CE-01A
hsa-mir-375	1999	2238.273696	N	TCGA-A7-A0CE-01A
hsa-mir-429	103	115.32876	N	TCGA-A7-A0CE-01A
hsa-mir-592	3	3.35909	N	TCGA-A7-A0CE-01A
hsa-mir-190b	25	13.918404	N	TCGA-A2-A0EV-01A
hsa-mir-301b	1	0.556736	N	TCGA-A2-A0EV-01A
hsa-mir-375	17345	9656.588443	N	TCGA-A2-A0EV-01A
hsa-mir-429	195	108.563548	N	TCGA-A2-A0EV-01A
hsa-mir-592	12	6.680834	N	TCGA-A2-A0EV-01A
hsa-mir-190b	231	20.509947	N	TCGA-AC-A3QP-01A
hsa-mir-301b	1	0.088788	N	TCGA-AC-A3QP-01A
hsa-mir-375	58422	5187.15193	N	TCGA-AC-A3QP-01A
hsa-mir-429	1608	142.770537	N	TCGA-AC-A3QP-01A
hsa-mir-592	14	1.243027	N	TCGA-AC-A3QP-01A
hsa-mir-190b	2	0.759052	N	TCGA-LL-A5YO-01A
hsa-mir-301b	5	1.89763	N	TCGA-LL-A5YO-01A
hsa-mir-375	31329	11890.172741	N	TCGA-LL-A5YO-01A
hsa-mir-429	85	32.259717	N	TCGA-LL-A5YO-01A
hsa-mir-592	12	4.554313	N	TCGA-LL-A5YO-01A
hsa-mir-190b	176	91.948354	N	TCGA-E2-A106-01A
hsa-mir-301b	2	1.044868	N	TCGA-E2-A106-01A
hsa-mir-375	52283	27314.407994	N	TCGA-E2-A106-01A
hsa-mir-429	476	248.678504	N	TCGA-E2-A106-01A
hsa-mir-592	34	17.76275	N	TCGA-E2-A106-01A
hsa-mir-190b	93	17.916307	N	TCGA-E2-A14U-01A
hsa-mir-301b	2	0.385297	N	TCGA-E2-A14U-01A
hsa-mir-375	66863	12881.053833	N	TCGA-E2-A14U-01A
hsa-mir-429	577	111.15816	N	TCGA-E2-A14U-01A
hsa-mir-592	2	0.385297	N	TCGA-E2-A14U-01A
hsa-mir-190b	6	2.091361	N	TCGA-A7-A4SE-01A
hsa-mir-301b	3	1.045681	N	TCGA-A7-A4SE-01A
hsa-mir-375	15237	5311.011539	N	TCGA-A7-A4SE-01A
hsa-mir-429	82	28.581935	N	TCGA-A7-A4SE-01A
hsa-mir-592	6	2.091361	N	TCGA-A7-A4SE-01A
hsa-mir-190b	18	7.67535	N	TCGA-A2-A1G6-01A
hsa-mir-301b	0	0.0	N	TCGA-A2-A1G6-01A
hsa-mir-375	8513	3630.014029	N	TCGA-A2-A1G6-01A
hsa-mir-429	48	20.467599	N	TCGA-A2-A1G6-01A
hsa-mir-592	1	0.426408	N	TCGA-A2-A1G6-01A
hsa-mir-190b	1	0.92217	N	TCGA-E9-A243-01A
hsa-mir-301b	2	1.84434	N	TCGA-E9-A243-01A
hsa-mir-375	2029	1871.082507	N	TCGA-E9-A243-01A
hsa-mir-429	90	82.995281	N	TCGA-E9-A243-01A
hsa-mir-592	1	0.92217	N	TCGA-E9-A243-01A
hsa-mir-190b	50	18.500402	N	TCGA-AR-A24L-01A
hsa-mir-301b	3	1.110024	N	TCGA-AR-A24L-01A
hsa-mir-375	38883	14387.022486	N	TCGA-AR-A24L-01A
hsa-mir-429	45	16.650362	N	TCGA-AR-A24L-01A
hsa-mir-592	22	8.140177	N	TCGA-AR-A24L-01A
hsa-mir-190b	154	21.194272	N	TCGA-A7-A13H-01A
hsa-mir-301b	3	0.412875	N	TCGA-A7-A13H-01A
hsa-mir-375	62833	8647.400798	N	TCGA-A7-A13H-01A
hsa-mir-429	1256	172.857183	N	TCGA-A7-A13H-01A
hsa-mir-592	17	2.339627	N	TCGA-A7-A13H-01A
hsa-mir-190b	54	15.46961	N	TCGA-D8-A140-01A
hsa-mir-301b	0	0.0	N	TCGA-D8-A140-01A
hsa-mir-375	71526	20490.357993	N	TCGA-D8-A140-01A
hsa-mir-429	154	44.117036	N	TCGA-D8-A140-01A
hsa-mir-592	93	26.642106	N	TCGA-D8-A140-01A
hsa-mir-190b	6	1.836427	N	TCGA-A8-A08X-01A
hsa-mir-301b	5	1.530356	N	TCGA-A8-A08X-01A
hsa-mir-375	30986	9483.921163	N	TCGA-A8-A08X-01A
hsa-mir-429	82	25.097836	N	TCGA-A8-A08X-01A
hsa-mir-592	1	0.306071	N	TCGA-A8-A08X-01A
hsa-mir-190b	109	42.115431	N	TCGA-B6-A0IM-01A
hsa-mir-301b	2	0.77276	N	TCGA-B6-A0IM-01A
hsa-mir-375	1168	451.291958	N	TCGA-B6-A0IM-01A
hsa-mir-429	618	238.782903	N	TCGA-B6-A0IM-01A
hsa-mir-592	11	4.250181	N	TCGA-B6-A0IM-01A
hsa-mir-190b	1	0.627283	N	TCGA-AR-A0TS-01A
hsa-mir-301b	21	13.172933	N	TCGA-AR-A0TS-01A
hsa-mir-375	902	565.808837	N	TCGA-AR-A0TS-01A
hsa-mir-429	206	129.2202	N	TCGA-AR-A0TS-01A
hsa-mir-592	2	1.254565	N	TCGA-AR-A0TS-01A
hsa-mir-190b	9	2.224251	N	TCGA-LL-A73Z-01A
hsa-mir-301b	10	2.47139	N	TCGA-LL-A73Z-01A
hsa-mir-375	76639	18940.48547	N	TCGA-LL-A73Z-01A
hsa-mir-429	408	100.83271	N	TCGA-LL-A73Z-01A
hsa-mir-592	3	0.741417	N	TCGA-LL-A73Z-01A
hsa-mir-190b	111	22.508999	N	TCGA-S3-A6ZF-01A
hsa-mir-301b	10	2.027838	N	TCGA-S3-A6ZF-01A
hsa-mir-375	87719	17787.989969	N	TCGA-S3-A6ZF-01A
hsa-mir-429	722	146.409886	N	TCGA-S3-A6ZF-01A
hsa-mir-592	16	3.24454	N	TCGA-S3-A6ZF-01A
hsa-mir-190b	15	14.083595	N	TCGA-AN-A0FV-01A
hsa-mir-301b	2	1.877813	N	TCGA-AN-A0FV-01A
hsa-mir-375	99137	93080.354418	N	TCGA-AN-A0FV-01A
hsa-mir-429	97	91.073912	N	TCGA-AN-A0FV-01A
hsa-mir-592	11	10.327969	N	TCGA-AN-A0FV-01A
hsa-mir-190b	41	6.927067	N	TCGA-BH-A0B6-01A
hsa-mir-301b	1	0.168953	N	TCGA-BH-A0B6-01A
hsa-mir-375	124006	20951.167388	N	TCGA-BH-A0B6-01A
hsa-mir-429	425	71.804962	N	TCGA-BH-A0B6-01A
hsa-mir-592	14	2.36534	N	TCGA-BH-A0B6-01A
hsa-mir-190b	29	12.218851	N	TCGA-E9-A1RI-01A
hsa-mir-301b	3	1.264019	N	TCGA-E9-A1RI-01A
hsa-mir-375	41180	17350.767807	N	TCGA-E9-A1RI-01A
hsa-mir-429	169	71.206405	N	TCGA-E9-A1RI-01A
hsa-mir-592	5	2.106698	N	TCGA-E9-A1RI-01A
hsa-mir-190b	41	15.091223	N	TCGA-AO-A128-01A
hsa-mir-301b	0	0.0	N	TCGA-AO-A128-01A
hsa-mir-375	2544	936.391968	N	TCGA-AO-A128-01A
hsa-mir-429	116	42.697118	N	TCGA-AO-A128-01A
hsa-mir-592	5	1.840393	N	TCGA-AO-A128-01A
hsa-mir-190b	0	0.0	N	TCGA-LL-A8F5-01A
hsa-mir-301b	0	0.0	N	TCGA-LL-A8F5-01A
hsa-mir-375	2804	1405.176401	N	TCGA-LL-A8F5-01A
hsa-mir-429	80	40.090625	N	TCGA-LL-A8F5-01A
hsa-mir-592	11	5.512461	N	TCGA-LL-A8F5-01A
hsa-mir-190b	220	64.921939	N	TCGA-D8-A1JN-01A
hsa-mir-301b	0	0.0	N	TCGA-D8-A1JN-01A
hsa-mir-375	197235	58203.993585	N	TCGA-D8-A1JN-01A
hsa-mir-429	356	105.055501	N	TCGA-D8-A1JN-01A
hsa-mir-592	1	0.2951	N	TCGA-D8-A1JN-01A
hsa-mir-190b	30	31.314194	N	TCGA-E9-A1NI-01A
