miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	Sample ID
hsa-mir-190b	98	31.610181	N	TCGA-E2-A15L-01A
hsa-mir-301b	1	0.322553	N	TCGA-E2-A15L-01A
hsa-mir-375	137233	44264.897185	N	TCGA-E2-A15L-01A
hsa-mir-429	285	91.927566	N	TCGA-E2-A15L-01A
hsa-mir-592	2	0.645106	N	TCGA-E2-A15L-01A
hsa-mir-190b	133	60.700991	N	TCGA-AO-A1KS-01A
hsa-mir-301b	4	1.825594	N	TCGA-AO-A1KS-01A
hsa-mir-375	42865	19563.518795	N	TCGA-AO-A1KS-01A
hsa-mir-429	319	145.5911	N	TCGA-AO-A1KS-01A
hsa-mir-592	14	6.389578	N	TCGA-AO-A1KS-01A
hsa-mir-190b	26	8.546118	N	TCGA-GM-A4E0-01A
hsa-mir-301b	1	0.328697	N	TCGA-GM-A4E0-01A
hsa-mir-375	158266	52021.534903	N	TCGA-GM-A4E0-01A
hsa-mir-429	139	45.688861	N	TCGA-GM-A4E0-01A
hsa-mir-592	2	0.657394	N	TCGA-GM-A4E0-01A
hsa-mir-190b	33	13.890894	N	TCGA-BH-A0BO-01A
hsa-mir-301b	0	0.0	N	TCGA-BH-A0BO-01A
hsa-mir-375	9741	4100.339401	N	TCGA-BH-A0BO-01A
hsa-mir-429	88	37.042384	N	TCGA-BH-A0BO-01A
hsa-mir-592	0	0.0	N	TCGA-BH-A0BO-01A
hsa-mir-190b	57	11.778427	N	TCGA-A2-A4RY-01A
hsa-mir-301b	1	0.206639	N	TCGA-A2-A4RY-01A
hsa-mir-375	35250	7284.027048	N	TCGA-A2-A4RY-01A
hsa-mir-429	358	73.976785	N	TCGA-A2-A4RY-01A
hsa-mir-592	1	0.206639	N	TCGA-A2-A4RY-01A
hsa-mir-190b	36	5.973545	N	TCGA-BH-A1FH-01A
hsa-mir-301b	0	0.0	N	TCGA-BH-A1FH-01A
hsa-mir-375	43041	7141.871034	N	TCGA-BH-A1FH-01A
hsa-mir-429	156	25.885362	N	TCGA-BH-A1FH-01A
hsa-mir-592	1	0.165932	N	TCGA-BH-A1FH-01A
hsa-mir-190b	16	5.602812	N	TCGA-AC-A2FO-01A
hsa-mir-301b	0	0.0	N	TCGA-AC-A2FO-01A
hsa-mir-375	44731	15663.710833	N	TCGA-AC-A2FO-01A
hsa-mir-429	297	104.002194	N	TCGA-AC-A2FO-01A
hsa-mir-592	0	0.0	N	TCGA-AC-A2FO-01A
hsa-mir-190b	31	15.598222	N	TCGA-BH-A1EU-01A
hsa-mir-301b	2	1.006337	N	TCGA-BH-A1EU-01A
hsa-mir-375	50012	25164.460608	N	TCGA-BH-A1EU-01A
hsa-mir-429	66	33.209118	N	TCGA-BH-A1EU-01A
hsa-mir-592	4	2.012674	N	TCGA-BH-A1EU-01A
hsa-mir-190b	0	0.0	N	TCGA-B6-A0IJ-01A
hsa-mir-301b	4	2.732455	N	TCGA-B6-A0IJ-01A
hsa-mir-375	1079	737.079757	N	TCGA-B6-A0IJ-01A
hsa-mir-429	86	58.747784	N	TCGA-B6-A0IJ-01A
hsa-mir-592	6	4.098683	N	TCGA-B6-A0IJ-01A
hsa-mir-190b	5	0.86991	N	TCGA-A7-A26F-01B
hsa-mir-301b	19	3.305657	N	TCGA-A7-A26F-01B
hsa-mir-375	30444	5296.706191	N	TCGA-A7-A26F-01B
hsa-mir-429	739	128.572654	N	TCGA-A7-A26F-01B
hsa-mir-592	4	0.695928	N	TCGA-A7-A26F-01B
hsa-mir-190b	5	1.524145	N	TCGA-EW-A1OZ-01A
hsa-mir-301b	4	1.219316	N	TCGA-EW-A1OZ-01A
hsa-mir-375	6073	1851.226952	N	TCGA-EW-A1OZ-01A
hsa-mir-429	415	126.504065	N	TCGA-EW-A1OZ-01A
hsa-mir-592	16	4.877265	N	TCGA-EW-A1OZ-01A
hsa-mir-190b	80	23.937046	N	TCGA-E2-A1IN-01A
hsa-mir-301b	2	0.598426	N	TCGA-E2-A1IN-01A
hsa-mir-375	7274	2176.475868	N	TCGA-E2-A1IN-01A
hsa-mir-429	232	69.417432	N	TCGA-E2-A1IN-01A
hsa-mir-592	21	6.283474	N	TCGA-E2-A1IN-01A
hsa-mir-190b	8	1.532357	N	TCGA-LL-A441-01A
hsa-mir-301b	11	2.10699	N	TCGA-LL-A441-01A
hsa-mir-375	13700	2624.160628	N	TCGA-LL-A441-01A
hsa-mir-429	323	61.868897	N	TCGA-LL-A441-01A
hsa-mir-592	23	4.405525	N	TCGA-LL-A441-01A
hsa-mir-190b	32	17.547265	N	TCGA-AO-A0JA-01A
hsa-mir-301b	3	1.645056	N	TCGA-AO-A0JA-01A
hsa-mir-375	149842	82166.166021	N	TCGA-AO-A0JA-01A
hsa-mir-429	157	86.09127	N	TCGA-AO-A0JA-01A
hsa-mir-592	3	1.645056	N	TCGA-AO-A0JA-01A
hsa-mir-190b	150	38.704873	N	TCGA-A2-A4S2-01A
hsa-mir-301b	2	0.516065	N	TCGA-A2-A4S2-01A
hsa-mir-375	29579	7632.342927	N	TCGA-A2-A4S2-01A
hsa-mir-429	379	97.794312	N	TCGA-A2-A4S2-01A
hsa-mir-592	11	2.838357	N	TCGA-A2-A4S2-01A
hsa-mir-190b	1	0.557553	N	TCGA-E2-A574-01A
hsa-mir-301b	8	4.46042	N	TCGA-E2-A574-01A
hsa-mir-375	4062	2264.778348	N	TCGA-E2-A574-01A
hsa-mir-429	762	424.855022	N	TCGA-E2-A574-01A
hsa-mir-592	5	2.787763	N	TCGA-E2-A574-01A
hsa-mir-190b	6	4.708948	N	TCGA-BH-A0AV-01A
hsa-mir-301b	6	4.708948	N	TCGA-BH-A0AV-01A
hsa-mir-375	688	539.959346	N	TCGA-BH-A0AV-01A
hsa-mir-429	2	1.569649	N	TCGA-BH-A0AV-01A
hsa-mir-592	3	2.354474	N	TCGA-BH-A0AV-01A
hsa-mir-190b	67	36.209972	N	TCGA-BH-A0E7-01A
hsa-mir-301b	2	1.080895	N	TCGA-BH-A0E7-01A
hsa-mir-375	21035	11368.310005	N	TCGA-BH-A0E7-01A
hsa-mir-429	332	179.42852	N	TCGA-BH-A0E7-01A
hsa-mir-592	16	8.647158	N	TCGA-BH-A0E7-01A
hsa-mir-190b	32	10.655769	N	TCGA-A2-A0D1-01A
hsa-mir-301b	22	7.325841	N	TCGA-A2-A0D1-01A
hsa-mir-375	992876	330620.552049	N	TCGA-A2-A0D1-01A
hsa-mir-429	1393	463.85896	N	TCGA-A2-A0D1-01A
hsa-mir-592	8	2.663942	N	TCGA-A2-A0D1-01A
hsa-mir-190b	64	12.261788	N	TCGA-AC-A8OR-01A
hsa-mir-301b	4	0.766362	N	TCGA-AC-A8OR-01A
hsa-mir-375	58463	11200.952128	N	TCGA-AC-A8OR-01A
hsa-mir-429	523	100.201802	N	TCGA-AC-A8OR-01A
hsa-mir-592	96	18.392683	N	TCGA-AC-A8OR-01A
hsa-mir-190b	8	2.117374	N	TCGA-D8-A27N-01A
hsa-mir-301b	0	0.0	N	TCGA-D8-A27N-01A
hsa-mir-375	137158	36301.847541	N	TCGA-D8-A27N-01A
hsa-mir-429	173	45.788212	N	TCGA-D8-A27N-01A
hsa-mir-592	17	4.49942	N	TCGA-D8-A27N-01A
hsa-mir-190b	106	14.090772	N	TCGA-AR-A5QP-01A
hsa-mir-301b	2	0.265864	N	TCGA-AR-A5QP-01A
hsa-mir-375	88466	11759.94536	N	TCGA-AR-A5QP-01A
hsa-mir-429	790	105.016129	N	TCGA-AR-A5QP-01A
hsa-mir-592	9	1.196386	N	TCGA-AR-A5QP-01A
hsa-mir-190b	62	45.675556	N	TCGA-AO-A0JD-01A
hsa-mir-301b	2	1.473405	N	TCGA-AO-A0JD-01A
hsa-mir-375	4575	3370.414027	N	TCGA-AO-A0JD-01A
hsa-mir-429	217	159.864447	N	TCGA-AO-A0JD-01A
hsa-mir-592	2	1.473405	N	TCGA-AO-A0JD-01A
hsa-mir-190b	173	45.465583	N	TCGA-BH-A0BS-01A
hsa-mir-301b	4	1.051227	N	TCGA-BH-A0BS-01A
hsa-mir-375	34578	9087.334918	N	TCGA-BH-A0BS-01A
hsa-mir-429	857	225.225462	N	TCGA-BH-A0BS-01A
hsa-mir-592	78	20.498934	N	TCGA-BH-A0BS-01A
hsa-mir-190b	21	1.914188	N	TCGA-GI-A2C8-01A
hsa-mir-301b	0	0.0	N	TCGA-GI-A2C8-01A
hsa-mir-375	6967	635.054729	N	TCGA-GI-A2C8-01A
hsa-mir-429	11	1.00267	N	TCGA-GI-A2C8-01A
hsa-mir-592	26	2.369947	N	TCGA-GI-A2C8-01A
hsa-mir-190b	159	121.185053	N	TCGA-A2-A0D4-01A
hsa-mir-301b	7	5.335191	N	TCGA-A2-A0D4-01A
hsa-mir-375	43878	33442.501503	N	TCGA-A2-A0D4-01A
hsa-mir-429	832	634.125558	N	TCGA-A2-A0D4-01A
hsa-mir-592	3	2.28651	N	TCGA-A2-A0D4-01A
hsa-mir-190b	19	11.791377	N	TCGA-C8-A12M-01A
hsa-mir-301b	0	0.0	N	TCGA-C8-A12M-01A
hsa-mir-375	26571	16489.930474	N	TCGA-C8-A12M-01A
hsa-mir-429	4	2.482395	N	TCGA-C8-A12M-01A
hsa-mir-592	32	19.859161	N	TCGA-C8-A12M-01A
hsa-mir-190b	40	5.35035	N	TCGA-AC-A6IV-01A
hsa-mir-301b	0	0.0	N	TCGA-AC-A6IV-01A
hsa-mir-375	97948	13101.402782	N	TCGA-AC-A6IV-01A
hsa-mir-429	80	10.700701	N	TCGA-AC-A6IV-01A
hsa-mir-592	22	2.942693	N	TCGA-AC-A6IV-01A
hsa-mir-190b	112	7.576504	N	TCGA-LD-A7W5-01A
hsa-mir-301b	5	0.338237	N	TCGA-LD-A7W5-01A
hsa-mir-375	829566	56117.949395	N	TCGA-LD-A7W5-01A
hsa-mir-429	2348	158.836	N	TCGA-LD-A7W5-01A
hsa-mir-592	47	3.179426	N	TCGA-LD-A7W5-01A
hsa-mir-190b	0	0.0	N	TCGA-E2-A1LK-01A
hsa-mir-301b	3	2.403473	N	TCGA-E2-A1LK-01A
hsa-mir-375	225	180.26044	N	TCGA-E2-A1LK-01A
hsa-mir-429	143	114.565524	N	TCGA-E2-A1LK-01A
hsa-mir-592	6	4.806945	N	TCGA-E2-A1LK-01A
hsa-mir-190b	24	5.274157	N	TCGA-C8-A8HR-01A
hsa-mir-301b	0	0.0	N	TCGA-C8-A8HR-01A
hsa-mir-375	4042	888.25599	N	TCGA-C8-A8HR-01A
hsa-mir-429	525	115.372191	N	TCGA-C8-A8HR-01A
hsa-mir-592	11	2.417322	N	TCGA-C8-A8HR-01A
hsa-mir-190b	38	8.584321	N	TCGA-D8-A27E-01A
hsa-mir-301b	2	0.451806	N	TCGA-D8-A27E-01A
hsa-mir-375	324894	73394.590748	N	TCGA-D8-A27E-01A
hsa-mir-429	563	127.183496	N	TCGA-D8-A27E-01A
hsa-mir-592	34	7.680708	N	TCGA-D8-A27E-01A
hsa-mir-190b	0	0.0	N	TCGA-AR-A1AY-01A
hsa-mir-301b	5	2.603916	N	TCGA-AR-A1AY-01A
hsa-mir-375	597	310.907543	N	TCGA-AR-A1AY-01A
hsa-mir-429	119	61.973195	N	TCGA-AR-A1AY-01A
hsa-mir-592	8	4.166265	N	TCGA-AR-A1AY-01A
hsa-mir-190b	81	20.27807	N	TCGA-AC-A3OD-01B
hsa-mir-301b	1	0.250347	N	TCGA-AC-A3OD-01B
hsa-mir-375	296672	74270.809368	N	TCGA-AC-A3OD-01B
hsa-mir-429	363	90.875795	N	TCGA-AC-A3OD-01B
hsa-mir-592	4	1.001386	N	TCGA-AC-A3OD-01B
hsa-mir-190b	292	40.933061	N	TCGA-D8-A1XC-01A
hsa-mir-301b	3	0.420545	N	TCGA-D8-A1XC-01A
hsa-mir-375	591068	82856.925776	N	TCGA-D8-A1XC-01A
hsa-mir-429	479	67.147041	N	TCGA-D8-A1XC-01A
hsa-mir-592	95	13.317263	N	TCGA-D8-A1XC-01A
hsa-mir-190b	88	54.931576	N	TCGA-A8-A06U-01A
hsa-mir-301b	7	4.369557	N	TCGA-A8-A06U-01A
hsa-mir-375	41576	25952.672702	N	TCGA-A8-A06U-01A
hsa-mir-429	387	241.574089	N	TCGA-A8-A06U-01A
hsa-mir-592	11	6.866447	N	TCGA-A8-A06U-01A
hsa-mir-190b	70	68.679567	N	TCGA-A2-A0CQ-01A
hsa-mir-301b	1	0.981137	N	TCGA-A2-A0CQ-01A
hsa-mir-375	39784	39033.541138	N	TCGA-A2-A0CQ-01A
hsa-mir-429	451	442.492637	N	TCGA-A2-A0CQ-01A
hsa-mir-592	6	5.88682	N	TCGA-A2-A0CQ-01A
hsa-mir-190b	21	11.119142	N	TCGA-BH-A0DV-01A
hsa-mir-301b	0	0.0	N	TCGA-BH-A0DV-01A
hsa-mir-375	9572	5068.210639	N	TCGA-BH-A0DV-01A
hsa-mir-429	101	53.477776	N	TCGA-BH-A0DV-01A
hsa-mir-592	3	1.588449	N	TCGA-BH-A0DV-01A
hsa-mir-190b	0	0.0	N	TCGA-B6-A0RE-01A
hsa-mir-301b	5	4.670811	N	TCGA-B6-A0RE-01A
hsa-mir-375	1444	1348.930104	N	TCGA-B6-A0RE-01A
hsa-mir-429	142	132.651021	N	TCGA-B6-A0RE-01A
hsa-mir-592	2	1.868324	N	TCGA-B6-A0RE-01A
hsa-mir-190b	29	5.944615	N	TCGA-BH-A42U-01A
hsa-mir-301b	0	0.0	N	TCGA-BH-A42U-01A
hsa-mir-375	181084	37119.813708	N	TCGA-BH-A42U-01A
hsa-mir-429	309	63.340894	N	TCGA-BH-A42U-01A
hsa-mir-592	4	0.819947	N	TCGA-BH-A42U-01A
hsa-mir-190b	131	89.814181	N	TCGA-A8-A07S-01A
hsa-mir-301b	1	0.685604	N	TCGA-A8-A07S-01A
hsa-mir-375	48020	32922.724839	N	TCGA-A8-A07S-01A
hsa-mir-429	351	240.647156	N	TCGA-A8-A07S-01A
hsa-mir-592	23	15.768902	N	TCGA-A8-A07S-01A
hsa-mir-190b	3	3.733191	N	TCGA-A8-A07O-01A
hsa-mir-301b	16	19.910354	N	TCGA-A8-A07O-01A
hsa-mir-375	676	841.212441	N	TCGA-A8-A07O-01A
hsa-mir-429	785	976.851725	N	TCGA-A8-A07O-01A
hsa-mir-592	3	3.733191	N	TCGA-A8-A07O-01A
hsa-mir-190b	21	8.026201	N	TCGA-E2-A152-01A
hsa-mir-301b	23	8.790601	N	TCGA-E2-A152-01A
hsa-mir-375	20927	7998.299974	N	TCGA-E2-A152-01A
hsa-mir-429	799	305.377822	N	TCGA-E2-A152-01A
hsa-mir-592	20	7.644001	N	TCGA-E2-A152-01A
hsa-mir-190b	3	0.476648	N	TCGA-C8-A275-01A
hsa-mir-301b	13	2.065476	N	TCGA-C8-A275-01A
hsa-mir-375	160739	25538.656255	N	TCGA-C8-A275-01A
hsa-mir-429	3072	488.087844	N	TCGA-C8-A275-01A
hsa-mir-592	21	3.336538	N	TCGA-C8-A275-01A
hsa-mir-190b	5	1.78348	N	TCGA-A2-A3XT-01A
hsa-mir-301b	5	1.78348	N	TCGA-A2-A3XT-01A
hsa-mir-375	1163	414.837559	N	TCGA-A2-A3XT-01A
hsa-mir-429	134	47.797277	N	TCGA-A2-A3XT-01A
hsa-mir-592	9	3.210265	N	TCGA-A2-A3XT-01A
hsa-mir-190b	171	33.018729	N	TCGA-E9-A5FK-01A
hsa-mir-301b	1	0.193092	N	TCGA-E9-A5FK-01A
hsa-mir-375	71831	13869.990011	N	TCGA-E9-A5FK-01A
hsa-mir-429	335	64.685813	N	TCGA-E9-A5FK-01A
hsa-mir-592	2	0.386184	N	TCGA-E9-A5FK-01A
hsa-mir-190b	107	22.756013	N	TCGA-OK-A5Q2-01A
hsa-mir-301b	2	0.425346	N	TCGA-OK-A5Q2-01A
hsa-mir-375	51293	10908.636949	N	TCGA-OK-A5Q2-01A
hsa-mir-429	147	31.262933	N	TCGA-OK-A5Q2-01A
hsa-mir-592	7	1.488711	N	TCGA-OK-A5Q2-01A
hsa-mir-190b	165	31.945857	N	TCGA-A7-A26E-01B
hsa-mir-301b	0	0.0	N	TCGA-A7-A26E-01B
hsa-mir-375	40743	7888.303344	N	TCGA-A7-A26E-01B
hsa-mir-429	795	153.920947	N	TCGA-A7-A26E-01B
hsa-mir-592	13	2.516946	N	TCGA-A7-A26E-01B
hsa-mir-190b	61	26.99078	N	TCGA-BH-A0DK-01A
hsa-mir-301b	3	1.327415	N	TCGA-BH-A0DK-01A
hsa-mir-375	129216	57174.436988	N	TCGA-BH-A0DK-01A
hsa-mir-429	156	69.025602	N	TCGA-BH-A0DK-01A
hsa-mir-592	5	2.212359	N	TCGA-BH-A0DK-01A
hsa-mir-190b	25	22.118217	N	TCGA-A2-A0YH-01A
hsa-mir-301b	13	11.501473	N	TCGA-A2-A0YH-01A
hsa-mir-375	7588	6713.32136	N	TCGA-A2-A0YH-01A
hsa-mir-429	198	175.176282	N	TCGA-A2-A0YH-01A
hsa-mir-592	3	2.654186	N	TCGA-A2-A0YH-01A
hsa-mir-190b	111	26.092635	N	TCGA-AR-A5QM-01A
hsa-mir-301b	1	0.235069	N	TCGA-AR-A5QM-01A
hsa-mir-375	195139	45871.087339	N	TCGA-AR-A5QM-01A
hsa-mir-429	569	133.754138	N	TCGA-AR-A5QM-01A
hsa-mir-592	3	0.705206	N	TCGA-AR-A5QM-01A
hsa-mir-190b	47	42.272079	N	TCGA-A2-A25E-01A
hsa-mir-301b	12	10.792871	N	TCGA-A2-A25E-01A
hsa-mir-375	106308	95614.046922	N	TCGA-A2-A25E-01A
hsa-mir-429	97	87.242376	N	TCGA-A2-A25E-01A
hsa-mir-592	1	0.899406	N	TCGA-A2-A25E-01A
hsa-mir-190b	94	26.44149	N	TCGA-AQ-A54O-01A
hsa-mir-301b	3	0.843877	N	TCGA-AQ-A54O-01A
hsa-mir-375	66244	18633.936978	N	TCGA-AQ-A54O-01A
hsa-mir-429	475	133.613913	N	TCGA-AQ-A54O-01A
hsa-mir-592	22	6.188434	N	TCGA-AQ-A54O-01A
hsa-mir-190b	9	2.221436	N	TCGA-LL-A6FR-01A
hsa-mir-301b	8	1.974609	N	TCGA-LL-A6FR-01A
hsa-mir-375	3628	895.485401	N	TCGA-LL-A6FR-01A
hsa-mir-429	1090	269.040542	N	TCGA-LL-A6FR-01A
hsa-mir-592	2	0.493652	N	TCGA-LL-A6FR-01A
hsa-mir-190b	8	1.837014	N	TCGA-A2-A3XW-01A
hsa-mir-301b	1	0.229627	N	TCGA-A2-A3XW-01A
hsa-mir-375	60572	13908.952528	N	TCGA-A2-A3XW-01A
hsa-mir-429	253	58.095572	N	TCGA-A2-A3XW-01A
hsa-mir-592	1	0.229627	N	TCGA-A2-A3XW-01A
hsa-mir-190b	1	0.203513	N	TCGA-B6-A400-01A
hsa-mir-301b	18	3.663243	N	TCGA-B6-A400-01A
hsa-mir-375	10220	2079.907947	N	TCGA-B6-A400-01A
hsa-mir-429	314	63.903238	N	TCGA-B6-A400-01A
hsa-mir-592	15	3.052702	N	TCGA-B6-A400-01A
hsa-mir-190b	35	9.505675	N	TCGA-A7-A2KD-01A
hsa-mir-301b	1	0.271591	N	TCGA-A7-A2KD-01A
hsa-mir-375	21442	5823.44811	N	TCGA-A7-A2KD-01A
hsa-mir-429	386	104.834016	N	TCGA-A7-A2KD-01A
hsa-mir-592	28	7.60454	N	TCGA-A7-A2KD-01A
hsa-mir-190b	0	0.0	N	TCGA-A8-A09X-01A
hsa-mir-301b	3	3.804176	N	TCGA-A8-A09X-01A
hsa-mir-375	16923	21459.358083	N	TCGA-A8-A09X-01A
hsa-mir-429	138	174.992106	N	TCGA-A8-A09X-01A
hsa-mir-592	4	5.072235	N	TCGA-A8-A09X-01A
hsa-mir-190b	62	39.194217	N	TCGA-AR-A0TT-01A
hsa-mir-301b	0	0.0	N	TCGA-AR-A0TT-01A
hsa-mir-375	7909	4999.791386	N	TCGA-AR-A0TT-01A
hsa-mir-429	159	100.514203	N	TCGA-AR-A0TT-01A
hsa-mir-592	13	8.218142	N	TCGA-AR-A0TT-01A
hsa-mir-190b	123	48.899969	N	TCGA-B6-A0I5-01A
hsa-mir-301b	2	0.795121	N	TCGA-B6-A0I5-01A
hsa-mir-375	15492	6159.010773	N	TCGA-B6-A0I5-01A
hsa-mir-429	1200	477.072872	N	TCGA-B6-A0I5-01A
hsa-mir-592	20	7.951215	N	TCGA-B6-A0I5-01A
hsa-mir-190b	12	0.915876	N	TCGA-EW-A1OW-01A
hsa-mir-301b	27	2.06072	N	TCGA-EW-A1OW-01A
hsa-mir-375	38745	2957.133584	N	TCGA-EW-A1OW-01A
hsa-mir-429	663	50.602131	N	TCGA-EW-A1OW-01A
hsa-mir-592	21	1.602782	N	TCGA-EW-A1OW-01A
hsa-mir-190b	2	0.516089	N	TCGA-GI-A2C9-01A
hsa-mir-301b	4	1.032177	N	TCGA-GI-A2C9-01A
hsa-mir-375	8610	2221.761183	N	TCGA-GI-A2C9-01A
hsa-mir-429	933	240.755306	N	TCGA-GI-A2C9-01A
hsa-mir-592	11	2.838487	N	TCGA-GI-A2C9-01A
hsa-mir-190b	196	127.823114	N	TCGA-B6-A0X4-01A
hsa-mir-301b	2	1.304317	N	TCGA-B6-A0X4-01A
hsa-mir-375	254661	166079.397718	N	TCGA-B6-A0X4-01A
hsa-mir-429	242	157.822416	N	TCGA-B6-A0X4-01A
hsa-mir-592	11	7.173746	N	TCGA-B6-A0X4-01A
hsa-mir-190b	279	46.575359	N	TCGA-AC-A3QQ-01A
hsa-mir-301b	2	0.333874	N	TCGA-AC-A3QQ-01A
hsa-mir-375	415741	69402.459847	N	TCGA-AC-A3QQ-01A
hsa-mir-429	272	45.406802	N	TCGA-AC-A3QQ-01A
hsa-mir-592	12	2.003241	N	TCGA-AC-A3QQ-01A
hsa-mir-190b	31	9.776512	N	TCGA-D8-A146-01A
hsa-mir-301b	0	0.0	N	TCGA-D8-A146-01A
hsa-mir-375	91507	28858.686825	N	TCGA-D8-A146-01A
hsa-mir-429	219	69.066327	N	TCGA-D8-A146-01A
hsa-mir-592	15	4.73057	N	TCGA-D8-A146-01A
hsa-mir-190b	22	10.451237	N	TCGA-AO-A12C-01A
hsa-mir-301b	0	0.0	N	TCGA-AO-A12C-01A
hsa-mir-375	6662	3164.824557	N	TCGA-AO-A12C-01A
hsa-mir-429	146	69.358209	N	TCGA-AO-A12C-01A
hsa-mir-592	7	3.325394	N	TCGA-AO-A12C-01A
hsa-mir-190b	21	8.756082	N	TCGA-B6-A0I8-01A
hsa-mir-301b	7	2.918694	N	TCGA-B6-A0I8-01A
hsa-mir-375	62723	26152.748597	N	TCGA-B6-A0I8-01A
hsa-mir-429	984	410.284977	N	TCGA-B6-A0I8-01A
hsa-mir-592	1	0.416956	N	TCGA-B6-A0I8-01A
hsa-mir-190b	3	0.897735	N	TCGA-C8-A26X-01A
hsa-mir-301b	2	0.59849	N	TCGA-C8-A26X-01A
hsa-mir-375	75114	22477.498263	N	TCGA-C8-A26X-01A
hsa-mir-429	123	36.80715	N	TCGA-C8-A26X-01A
hsa-mir-592	17	5.087167	N	TCGA-C8-A26X-01A
hsa-mir-190b	38	11.338897	N	TCGA-C8-A130-01A
hsa-mir-301b	4	1.193568	N	TCGA-C8-A130-01A
hsa-mir-375	6533	1949.3951	N	TCGA-C8-A130-01A
hsa-mir-429	335	99.961328	N	TCGA-C8-A130-01A
hsa-mir-592	10	2.98392	N	TCGA-C8-A130-01A
hsa-mir-190b	23	11.218396	N	TCGA-BH-A0W4-01A
hsa-mir-301b	1	0.487756	N	TCGA-BH-A0W4-01A
hsa-mir-375	5061	2468.534838	N	TCGA-BH-A0W4-01A
hsa-mir-429	100	48.775634	N	TCGA-BH-A0W4-01A
hsa-mir-592	1	0.487756	N	TCGA-BH-A0W4-01A
hsa-mir-190b	1	0.602163	N	TCGA-BH-A0BW-01A
hsa-mir-301b	3	1.80649	N	TCGA-BH-A0BW-01A
hsa-mir-375	3868	2329.167768	N	TCGA-BH-A0BW-01A
hsa-mir-429	291	175.22953	N	TCGA-BH-A0BW-01A
hsa-mir-592	20	12.043267	N	TCGA-BH-A0BW-01A
hsa-mir-190b	105	19.39412	N	TCGA-BH-A0BV-01A
hsa-mir-301b	4	0.738824	N	TCGA-BH-A0BV-01A
hsa-mir-375	617010	113965.392024	N	TCGA-BH-A0BV-01A
hsa-mir-429	923	170.483553	N	TCGA-BH-A0BV-01A
hsa-mir-592	21	3.878824	N	TCGA-BH-A0BV-01A
hsa-mir-190b	21	10.597021	N	TCGA-BH-A0DP-01A
hsa-mir-301b	0	0.0	N	TCGA-BH-A0DP-01A
hsa-mir-375	15885	8015.889476	N	TCGA-BH-A0DP-01A
hsa-mir-429	111	56.012825	N	TCGA-BH-A0DP-01A
hsa-mir-592	6	3.02772	N	TCGA-BH-A0DP-01A
hsa-mir-190b	113	56.370151	N	TCGA-D8-A1XG-01A
hsa-mir-301b	0	0.0	N	TCGA-D8-A1XG-01A
hsa-mir-375	150013	74834.119605	N	TCGA-D8-A1XG-01A
hsa-mir-429	51	25.441396	N	TCGA-D8-A1XG-01A
hsa-mir-592	40	19.954036	N	TCGA-D8-A1XG-01A
hsa-mir-190b	4	2.577369	N	TCGA-AN-A0FJ-01A
hsa-mir-301b	19	12.242505	N	TCGA-AN-A0FJ-01A
hsa-mir-375	14160	9123.887704	N	TCGA-AN-A0FJ-01A
hsa-mir-429	411	264.824707	N	TCGA-AN-A0FJ-01A
hsa-mir-592	13	8.376451	N	TCGA-AN-A0FJ-01A
hsa-mir-190b	81	24.119949	N	TCGA-EW-A1J6-01A
hsa-mir-301b	6	1.786663	N	TCGA-EW-A1J6-01A
hsa-mir-375	147734	43991.809937	N	TCGA-EW-A1J6-01A
hsa-mir-429	341	101.542009	N	TCGA-EW-A1J6-01A
hsa-mir-592	16	4.764434	N	TCGA-EW-A1J6-01A
hsa-mir-190b	50	22.727386	N	TCGA-B6-A0IP-01A
hsa-mir-301b	3	1.363643	N	TCGA-B6-A0IP-01A
hsa-mir-375	24457	11116.873766	N	TCGA-B6-A0IP-01A
hsa-mir-429	181	82.273139	N	TCGA-B6-A0IP-01A
hsa-mir-592	10	4.545477	N	TCGA-B6-A0IP-01A
hsa-mir-190b	252	15.564702	N	TCGA-LD-A7W6-01A
hsa-mir-301b	2	0.123529	N	TCGA-LD-A7W6-01A
hsa-mir-375	71990	4446.44013	N	TCGA-LD-A7W6-01A
hsa-mir-429	1260	77.823511	N	TCGA-LD-A7W6-01A
hsa-mir-592	86	5.311763	N	TCGA-LD-A7W6-01A
hsa-mir-190b	58	38.019947	N	TCGA-B6-A0WT-01A
hsa-mir-301b	0	0.0	N	TCGA-B6-A0WT-01A
hsa-mir-375	66654	43692.785715	N	TCGA-B6-A0WT-01A
hsa-mir-429	140	91.772287	N	TCGA-B6-A0WT-01A
hsa-mir-592	7	4.588614	N	TCGA-B6-A0WT-01A
hsa-mir-190b	73	22.014336	N	TCGA-BH-A0DO-01B
hsa-mir-301b	3	0.904699	N	TCGA-BH-A0DO-01B
hsa-mir-375	49847	15032.172595	N	TCGA-BH-A0DO-01B
hsa-mir-429	239	72.074332	N	TCGA-BH-A0DO-01B
hsa-mir-592	4	1.206265	N	TCGA-BH-A0DO-01B
hsa-mir-190b	109	72.400234	N	TCGA-A7-A0CJ-01A
hsa-mir-301b	7	4.649556	N	TCGA-A7-A0CJ-01A
hsa-mir-375	92661	61547.505181	N	TCGA-A7-A0CJ-01A
hsa-mir-429	359	238.455816	N	TCGA-A7-A0CJ-01A
hsa-mir-592	12	7.970668	N	TCGA-A7-A0CJ-01A
